id:ID,name,inception,:LABEL
Q5675045,Hartmann pipeline,1986-01-01T00:00:00Z,Technology
Q4545417,.QL,2007-01-01T00:00:00Z,Technology
Q722609,MARC standards,1965-01-01T00:00:00Z,Technology
Q739120,HTTP/2,,Technology
Q3279945,Unicon,,Technology
Q846869,KSEG,,Technology
Q564329,WebDAV,1996-01-01T00:00:00Z,Technology
Q1457000,Metafont,,Technology
Q11698447,Forsythe,,Technology
Q1573599,Haml,,Technology
Q1882973,Maclisp,,Technology
Q2166735,ALGOL 68,,Technology
Q2251017,Dartmouth BASIC,,Technology
Q6839396,Microcosm,1988-01-01T00:00:00Z,Technology
Q907880,Q907880,1965-01-01T00:00:00Z,Technology
Q779317,Asymptote,2004-01-01T00:00:00Z,Technology
Q4994212,Hypertext Editing System,1967-01-01T00:00:00Z,Technology
Q1533797,ISWIM,1966-01-01T00:00:00Z,Technology
Q819563,Compiz,2006-08-01T00:00:00Z,Technology
Q1538458,ALGOL W,1966-01-01T00:00:00Z,Technology
Q2941568,Cat,2006-01-01T00:00:00Z,Technology
Q754972,AtheOS,,Technology
Q2347334,CPL,1963-01-01T00:00:00Z,Technology
Q1474061,FP,1977-01-01T00:00:00Z,Technology
Q4117415,Atlas Autocode,1965-01-01T00:00:00Z,Technology
Q4117844,Coral 66,1964-01-01T00:00:00Z,Technology
Q2072087,P′′,1964-01-01T00:00:00Z,Technology
Q206904,R,1993-08-01T00:00:00Z,Technology
Q5338206,Edinburgh IMP,1966-01-01T00:00:00Z,Technology
Q1577753,NewtonScript,1993-01-01T00:00:00Z,Technology
Q1571077,Netwide Assembler,1996-01-01T00:00:00Z,Technology
Q295232,AMOS,1990-01-01T00:00:00Z,Technology
Q28942400,Space Programming Language,1967-01-01T00:00:00Z,Technology
Q5426589,FL,1989-01-01T00:00:00Z,Technology
Q3508980,Simple Yet Powerful Scripting Language,2005-01-01T00:00:00Z,Technology
Q781443,MVS,,Technology
Q2349274,Planner,1969-01-01T00:00:00Z,Technology
Q739186,Q739186,1965-01-01T00:00:00Z,Technology
Q12343234,Tolog,,Technology
Q1131652,Rocq,1984-01-01T00:00:00Z,Technology
Q24082804,Hitachi VOS,,Technology
Q1011995,Google Native Client,2011-09-16T00:00:00Z,Technology
Q24082825,OSIV/MSP,,Technology
Q32110,XSLT,1999-01-01T00:00:00Z,Technology
Q3091025,High Performance Fortran,1993-01-01T00:00:00Z,Technology
Q621530,SPDY,2012-01-01T00:00:00Z,Technology
Q7075040,Object Oberon,1990-01-01T00:00:00Z,Technology
Q3251260,Oberon-2,1991-01-01T00:00:00Z,Technology
Q1107192,LESS,2009-01-01T00:00:00Z,Technology
Q1537885,Precision Graphics Markup Language,1998-01-01T00:00:00Z,Technology
Q911439,Scalr,2008-01-01T00:00:00Z,Technology
Q20155677,WebAssembly,2015-01-01T00:00:00Z,Technology
Q1355451,Beryl,,Technology
Q4734969,Alpha,,Technology
Q1046238,XML-RPC,,Technology
Q1412856,Liero,,Technology
Q22338769,sent,,Technology
Q4826226,autocode,1954-01-01T00:00:00Z,Technology
Q16947404,MATH-MATIC,1957-01-01T00:00:00Z,Technology
Q307441,osu!,,Technology
Q3401385,Praspel,,Technology
Q1050365,oNLine System,1962-01-01T00:00:00Z,Technology
Q878697,BitKeeper,2000-05-04T00:00:00Z,Technology
Q5205073,DH 485,,Technology
Q1266340,YMODEM,1985-01-01T00:00:00Z,Technology
Q5013384,COMTRAN,1957-01-01T00:00:00Z,Technology
Q1053749,HyperCard,1987-01-01T00:00:00Z,Technology
Q1503674,SpamAssassin,2001-04-20T00:00:00Z,Technology
Q30971393,PouchDB,,Technology
Q5016025,Caché ObjectScript,1997-01-01T00:00:00Z,Technology
Q466,World Wide Web,,Technology
Q73,Q73,1989-01-01T00:00:00Z,Technology
Q5448331,File Retrieval and Editing System,1968-01-01T00:00:00Z,Technology
Q3242457,Lisaac,2003-01-01T00:00:00Z,Technology
Q1999119,Oberon,1987-01-01T00:00:00Z,Technology
Q1164484,OpenNebula,2008-03-01T00:00:00Z,Technology
Q7248259,Profile Scripting Language,1998-01-01T00:00:00Z,Technology
Q5492884,Franz Lisp,1980-01-01T00:00:00Z,Technology
Q3575311,ZetaLisp,1980-01-01T00:00:00Z,Technology
Q71873189,dia2code,,Technology
Q73737542,HyperPAD,,Technology
Q1439431,Fossil,2006-01-01T00:00:00Z,Technology
Q1566084,HTML Tidy,2000-08-04T00:00:00Z,Technology
Q1315657,Textile,,Technology
Q1457398,Mutt,1995-01-01T00:00:00Z,Technology
Q2345313,DCOP,,Technology
Q5322692,ECL,,Technology
Q6334120,KM,,Technology
Q7388288,S3,,Technology
Q4834657,BASIC-PLUS,1970-01-01T00:00:00Z,Technology
Q1364836,FLEX,,Technology
Q6294583,Joule,1996-01-01T00:00:00Z,Technology
Q2385520,ENQUIRE,1980-01-01T00:00:00Z,Technology
Q5406088,Euclid,1977-01-01T00:00:00Z,Technology
Q4037222,Dependent ML,,Technology
Q4039198,GSQL,,Technology
Q5225670,Dartmouth ALGOL 30,,Technology
Q5324679,EXEC 2,,Technology
Q5635739,HP Time-Shared BASIC,,Technology
Q768923,D-Bus,,Technology
Q7072853,OPS5,,Technology
Q4928808,Blue,1997-01-01T00:00:00Z,Technology
Q7672623,T,1982-01-01T00:00:00Z,Technology
Q7119636,PLEX,1970-01-01T00:00:00Z,Technology
Q4040754,Hope,1970-01-01T00:00:00Z,Technology
Q5382927,Epigram,2004-01-01T00:00:00Z,Technology
Q7277848,RTL/2,1972-01-01T00:00:00Z,Technology
Q28942559,Yellow,1977-01-01T00:00:00Z,Technology
Q28126925,CS-4,1973-12-26T00:00:00Z,Technology
Q6715155,MDL,1971-01-01T00:00:00Z,Technology
Q7392398,SP/k,1974-01-01T00:00:00Z,Technology
Q4050034,StarLogo,2001-01-01T00:00:00Z,Technology
Q4047211,Polyphonic C#,2002-01-01T00:00:00Z,Technology
Q6778754,Mary,1971-01-01T00:00:00Z,Technology
Q4386338,Interlisp,1967-01-01T00:00:00Z,Technology
Q5264253,Design By Numbers,1999-01-01T00:00:00Z,Technology
Q106506225,Beyond All Reason,,Technology
Q3374941,Cilk Plus,2010-01-01T00:00:00Z,Technology
Q6506135,Lazy ML,1984-01-01T00:00:00Z,Technology
Q113585511,R,1993-08-01T00:00:00Z,Technology
Q1348118,MkLinux,1996-02-01T00:00:00Z,Technology
Q586622,Tiny BASIC,1975-01-01T00:00:00Z,Technology
Q341970,acme,,Technology
Q25461692,SuperNova,2010-01-01T00:00:00Z,Technology
Q130311839,Robigalia,,Technology
Q11276490,Himawari,,Technology
Q7742259,The Interactive Encyclopedia System,1983-01-01T00:00:00Z,Technology
Q1121719,Component Pascal,1997-01-01T00:00:00Z,Technology
Q28938004,Sue,1971-01-01T00:00:00Z,Technology
Q2598751,YaBB,,Technology
Q2729894,Coyotos,,Technology
Q3382499,Pick operating system,,Technology
Q15712808,Simple Object Language,,Technology
Q16834355,Cypher Query Language,,Technology
Q5402330,EtText,,Technology
Q6125402,QUEL,,Technology
Q8062969,ZBar,,Technology
Q1609529,Mizar,1973-01-01T00:00:00Z,Technology
Q16863097,Svelte,2016-11-26T00:00:00Z,Technology
Q7380095,RUNOFF,1964-01-01T00:00:00Z,Technology
Q136294,ZMODEM,1986-01-01T00:00:00Z,Technology
Q3459179,SAM76,1976-01-01T00:00:00Z,Technology
Q4043488,MTASC,2004-10-25T00:00:00Z,Technology
Q7300007,ReFLEX,1990-01-01T00:00:00Z,Technology
Q7090851,OnApp,2010-01-01T00:00:00Z,Technology
Q667290,HAL/S,1978-01-01T00:00:00Z,Technology
Q20665104,Ada 95,1994-12-21T00:00:00Z,Technology
Q588806,Integer BASIC,1977-01-01T00:00:00Z,Technology
Q28940832,ENIAC coding system,1943-01-01T00:00:00Z,Technology
Q4041759,Jack,,Technology
Q10287150,G-Portugol,,Technology
Q10370776,Setuptools,,Technology
Q63565848,Reason,2016-03-01T00:00:00Z,Technology
Q28942656,Green,,Technology
Q6336852,KRL,1971-01-01T00:00:00Z,Technology
Q28942649,MIDAS,,Technology
Q48989398,Dafny,2009-01-01T00:00:00Z,Technology
Q633804,HotSpot,,Technology
Q28942658,GPM,,Technology
Q51160093,Pony,,Technology
Q28942628,Analytical Engine order code,,Technology
Q28942629,Computest,,Technology
Q81294,Mathematica,1988-06-23T00:00:00Z,Technology
Q56291968,DARSIMCO,,Technology
Q37805571,MATLAB,1970-01-01T00:00:00Z,Technology
Q106520170,April APL,,Technology
Q28942232,CPC Coding scheme,1948-01-01T00:00:00Z,Technology
Q28942158,ENIAC Short Code,1946-01-01T00:00:00Z,Technology
Q28942599,GDScript,2001-01-01T00:00:00Z,Technology
Q94991465,Haddoc markup,,Technology
Q6716125,MIMIC,1964-01-01T00:00:00Z,Technology
Q7389283,SCRIPT,,Technology
Q20870787,Octave,,Technology
Q15956143,TSS/360,,Technology
Q16991599,bcache,,Technology
Q1049202,GW-BASIC,1983-01-01T00:00:00Z,Technology
Q10921015,ZhPy,2007-01-01T00:00:00Z,Technology
Q2044212,PILOT,1968-01-01T00:00:00Z,Technology
Q28975472,simpleswitcher,,Technology
Q17087093,Cloudify,2013-08-26T00:00:00Z,Technology
Q28942394,UNICODE,1957-01-01T00:00:00Z,Technology
Q66124520,Alpaca,,Technology
Q2566011,Short Code,1950-01-01T00:00:00Z,Technology
Q79260377,Cub,,Technology
Q79261110,Lioness,,Technology
Q11274357,Nadeshiko,2001-01-01T00:00:00Z,Technology
Q28452212,Cuneiform,2013-01-01T00:00:00Z,Technology
Q104870483,Project Verona,2019-01-01T00:00:00Z,Technology
Q105337422,ElGolog,,Technology
Q106463105,Dyalog APL,,Technology
Q66124479,Hyper-G,,Technology
Q68453830,HTTPie,,Technology
Q70078544,superswitcher,,Technology
Q74667091,HOUDINI,,Technology
Q74587961,MaxThink,,Technology
Q74590695,HyperRez,,Technology
Q114159171,Solid JS,,Technology
Q28942355,Boehm unnamed coding system,1951-01-01T00:00:00Z,Technology
Q28942234,Curry notation system,1948-01-01T00:00:00Z,Technology
Q28942221,Von Neumann and Goldstine graphing system,1946-01-01T00:00:00Z,Technology
Q96277086,RxJava,,Technology
Q30500573,HTTP/1.1,,Technology
Q55774523,React Native,2015-01-01T00:00:00Z,Technology
Q7671637,TSS-8,,Technology
Q27114292,posting style,,Technology
Q28925815,WikibaseLexeme,,Technology
Q105529768,xh,,Technology
Q106542006,dzaima APL,,Technology
Q69796544,rofi,,Technology
Q111522956,Tree-sitter,,Technology
Q74588296,Hyplus,,Technology
Q74670748,PC-Hypertext,,Technology
Q74679064,TransText,,Technology
Q56062435,Next.js,2016-10-25T00:00:00Z,Technology
