id:ID,name,inception,country,:LABEL
Q120945690,Portrait of Janina Turowska-Leszczyńska,1930-04-16T00:00:00Z,,Art
Q120946159,Portrait,1930-04-01T00:00:00Z,,Art
Q120769038,Portrait of Zdzisław Skibiński,1933-10-09T00:00:00Z,,Art
Q116731352,Portrait of Teodor Białynicki-Birula,1930-10-05T00:00:00Z,,Art
Q116744000,Portrait of Jadwiga Skibińska née Niedźwiecka,1931-02-21T00:00:00Z,,Art
Q116731397,Portrait of Tadeusz Wąsowski,1931-01-30T00:00:00Z,,Art
Q120754598,Portrait of Zofia Szumanowa,1929-10-10T00:00:00Z,,Art
Q116994802,Portrait of Janina Turowska-Leszczyńska,1931-08-01T00:00:00Z,,Art
Q120175105,"Portrait of Helena Białynicka-Birula, with moss beard",1929-10-01T00:00:00Z,,Art
Q121815749,Portrait of Nena Stachurska,1929-05-01T00:00:00Z,,Art
Q121898767,Portrait of Michał Białynicki-Birula,1930-12-27T00:00:00Z,,Art
Q121836515,Portrait of Michał Jagodowski,1930-05-02T00:00:00Z,,Art
Q121836510,Portrait of Irena Domaniewska,1930-03-01T00:00:00Z,,Art
Q115488713,Portrait of Idalia Iwanowska,1929-10-12T00:00:00Z,,Art
Q121843035,Portrait of Kazimiera Alberti,1933-06-04T00:00:00Z,,Art
Q120920238,Portrait of Jan Gadomski,1939-08-12T00:00:00Z,,Art
Q120920239,Portrait of Helena Lisińska,1939-08-12T00:00:00Z,,Art
Q120920237,Portrait of Helena Lisińska,1939-08-11T00:00:00Z,,Art
Q114241547,Portrait of Adam Bunsch II,1933-06-01T00:00:00Z,,Art
Q120769215,Male portrait [?],1934-05-01T00:00:00Z,,Art
Q121898709,Portrait of Maria Dąbrowiecka,1938-08-01T00:00:00Z,,Art
Q114338445,Male portrait,1930-02-01T00:00:00Z,,Art
Q122354679,Portrait of Helena Białynicka-Birula,1930-02-01T00:00:00Z,,Art
Q114241710,Portrait of Janina Turowska (mother),1931-10-12T00:00:00Z,,Art
Q120919947,Portrait of Matylda Machowa,1937-05-01T00:00:00Z,,Art
Q120754860,Portrait of Jadwiga Niedźwiedzka-Skibińska,1931-02-21T00:00:00Z,,Art
Q116730939,Portrait of Maria Gertnerówna-Białynicka-Birula,1934-07-01T00:00:00Z,,Art
Q122354676,Portrait of H. Spirzewska,1930-02-25T00:00:00Z,,Art
Q122354678,Portrait of Michał Jagodowski,1930-02-01T00:00:00Z,,Art
Q122354677,Portrait of Stanisław Totwen,1930-02-01T00:00:00Z,,Art
Q120752395,"Portrait of Irena Solska, with a hat",1928-03-01T00:00:00Z,,Art
Q120917501,Portrait of Jan Skibiński,1933-09-03T00:00:00Z,,Art
Q114242590,Portrait of Henryka Staroniewiczowa (?),1926-04-12T00:00:00Z,,Art
Q115944708,Portrait of Idalia Iwanowska,1929-10-09T00:00:00Z,,Art
Q114384624,"Portrait of Teodor Białynicki-Birula, ""Stump""",1929-10-01T00:00:00Z,,Art
Q120754599,Portrait of Idalia Iwanowska,1929-10-09T00:00:00Z,,Art
Q120906625,Portrait of Idalia Iwanowska,1929-10-12T00:00:00Z,,Art
Q114241560,Portrait of Janina Turowska-Leszczyńska,1936-01-01T00:00:00Z,,Art
Q114713454,Portrait of Jadwiga Trembecka,1927-05-01T00:00:00Z,,Art
Q134307,portrait,,,Art
Q7356060,Rococo Revival,1900-01-01T00:00:00Z,,Art
Q122960,Rococo,,,Art
Q207103,Constructivism,,,Art
Q1578378,Precisionism,,,Art
Q2872628,Les Automatistes,1940-01-01T00:00:00Z,Canada,Art
Q120905614,Female portrait,1928-05-01T00:00:00Z,,Art
Q878864,New Leipzig School,1990-01-01T00:00:00Z,Germany,Art
Q128115,abstract art,,,Art
Q106049237,Portrait of Helena Białynicka-Birula,1930-04-01T00:00:00Z,,Art
Q152867,La maja desnuda,1800-01-01T00:00:00Z,,Art
Q2405999,fairy painting,,,Art
Q3428057,Trinity Altarpiece,1478-01-01T00:00:00Z,,Art
Q106249618,Woman's Portrait,1930-04-01T00:00:00Z,,Art
Q124354,Bauhaus,1919-01-01T00:00:00Z,Germany,Art
Q3032335,Heidelberg School,1880-01-01T00:00:00Z,Australia,Art
Q7233539,Post-expressionism,,,Art
Q915841,vorticism,,,Art
Q941875,Rayonism,,,Art
Q3326940,Movimento Arte Concreta,1948-01-01T00:00:00Z,Italy,Art
Q191970,Suprematism,1913-01-01T00:00:00Z,Russian Empire,Art
Q2470594,AKhRR,1922-01-01T00:00:00Z,Soviet Union,Art
Q84418145,Rococo Revival architecture,1900-01-01T00:00:00Z,,Art
Q843393,Mail-Art,1982-10-02T00:00:00Z,Switzerland,Art
Q16170276,Virgin and Child Enthroned,1430-01-01T00:00:00Z,,Art
Q558276,Art & Language,1968-01-01T00:00:00Z,United States,Art
Q47783,Postmodernism,,,Art
Q11580463,Hakubakai,1896-01-01T00:00:00Z,Empire of Japan,Art
Q122389237,Portrait of Michał Choromański,1930-04-01T00:00:00Z,,Art
Q18055454,Les Réverbères,1938-01-01T00:00:00Z,,Art
Q2352880,Dutch Golden Age painting,,Dutch Republic,Art
Q131221,Futurism,1909-01-01T00:00:00Z,Italy,Art
Q4414064,abstract impressionism,1950-01-01T00:00:00Z,,Art
Q113813035,Portrait of Helena Białynicka-Birula,1930-04-01T00:00:00Z,,Art
Q82216213,expressionist art,,,Art
Q115688756,Rationalism of Lake Como,,Kingdom of Italy,Art
Q4752989,Ancients,1824-01-01T00:00:00Z,,Art
Q737062,Olympia,1863-01-01T00:00:00Z,,Art
Q18618591,Homage to Victory Boogie Woogie #1,1946-01-01T00:00:00Z,,Art
Q2864597,cybernetic art,1956-01-01T00:00:00Z,,Art
Q131808,Mannerism,,,Art
Q170292,Classicism,,,Art
Q136046,Zero,1957-01-01T00:00:00Z,Germany,Art
Q1786545,New Vision,1920-01-01T00:00:00Z,,Art
Q212611,COBRA,1948-11-08T00:00:00Z,Belgium,Art
Q164800,Symbolism,1857-01-01T00:00:00Z,Russian Empire,Art
Q108360137,Portrait of Zofia-Humpola-Mściwujewska,1928-01-01T00:00:00Z,,Art
Q166713,Post-impressionism,,,Art
Q147516,magic realism,,,Art
Q160218,New Objectivity,,,Art
Q186030,contemporary art,,,Art
Q808561,Baroque painting,1600-01-01T00:00:00Z,,Art
Q21061634,North Sea Magical Realists,,,Art
Q22676303,Odvaha,2015-01-01T00:00:00Z,Czech Republic,Art
Q124830493,Madonna,1500-01-01T00:00:00Z,,Art
Q519443,Orphism,1912-01-01T00:00:00Z,,Art
Q109260,Peredvizhniki,1863-01-01T00:00:00Z,,Art
Q3959046,Nul,1960-01-01T00:00:00Z,Netherlands,Art
Q7548994,SoFlo Superflat,1990-01-01T00:00:00Z,United States,Art
Q117035,The Blue Rider,1911-01-01T00:00:00Z,German Empire,Art
Q120752397,Portrait of Antoni Ambroziewicz,1929-05-03T00:00:00Z,,Art
Q2275355,Abbaye de Créteil,1906-01-01T00:00:00Z,France,Art
Q143357,Barbizon school,1825-01-01T00:00:00Z,,Art
Q166593,Fauvism,1904-01-01T00:00:00Z,,Art
Q113634561,Portrait of Leon Reynel,1928-05-01T00:00:00Z,,Art
Q173436,Minimalism,,,Art
Q189594,Islamic art,,,Art
Q751880,Japonisme,,,Art
Q177725,abstract expressionism,,,Art
Q189458,academic art,,,Art
Q221375,Hellenistic art,,,Art
Q842183,shin-hanga,1915-01-01T00:00:00Z,Japan,Art
Q7920022,"Venise, La Piazetta",1840-01-01T00:00:00Z,,Art
Q211884,Byzantine art,,Byzantine Empire,Art
Q7876490,Ubermorgen,1995-01-01T00:00:00Z,,Art
Q1518145,sōsaku-hanga,1904-01-01T00:00:00Z,Empire of Japan,Art
Q185905,ukiyo-e,1700-01-01T00:00:00Z,Japan,Art
Q160438,Deutscher Werkbund,1907-10-06T00:00:00Z,Germany,Art
Q182331,op art,1960-01-01T00:00:00Z,,Art
Q194100,transhumanism,1980-01-01T00:00:00Z,,Art
Q106936770,Madonna with the Child and Saint Francis,1731-01-01T00:00:00Z,,Art
Q200034,pointillism,,,Art
Q106249635,Portrait of a Woman,1930-04-01T00:00:00Z,,Art
Q106049263,Portrait of Janina Turowska-Leszczyńska,1930-04-01T00:00:00Z,,Art
Q11396176,Bunriha,1920-01-01T00:00:00Z,Japan,Art
Q20672521,Serpentine rouge,2008-01-01T00:00:00Z,France,Art
Q333316,Abstraction-Création,1931-01-01T00:00:00Z,,Art
Q108659662,Portrait of Mrs. Leszczyńska,1930-04-01T00:00:00Z,,Art
Q208758,Las Meninas,1656-01-01T00:00:00Z,Spain,Art
Q2394116,postminimalism,1960-01-01T00:00:00Z,,Art
Q265581,fin de siècle,,,Art
Q1066218,Ottonian art,1000-01-01T00:00:00Z,,Art
Q252801,Kanō school,1500-01-01T00:00:00Z,Japan,Art
Q189772,Brazilian academic art,,Brazil,Art
Q17153088,post-conceptual,,,Art
Q17001528,Death and Fire,1940-01-01T00:00:00Z,,Art
Q969107,postgenderism,,,Art
Q114145811,"Non-Violent, No-Victim Crime",1972-01-01T00:00:00Z,,Art
Q217213,action painting,1940-01-01T00:00:00Z,,Art
Q184814,Pre-Raphaelite Brotherhood,1848-01-01T00:00:00Z,,Art
Q122354684,Male Portrait,1930-04-01T00:00:00Z,,Art
Q116994701,Portrait of a crying woman,1930-04-01T00:00:00Z,,Art
Q644106,The Daughters of Edward Darley Boit,1882-01-01T00:00:00Z,United States,Art
Q6867771,Minjung art,,South Korea,Art
Q4317200,Neo-conceptual art,1980-01-01T00:00:00Z,,Art
Q107426501,Portrait of Maria Gałyńska in a landscape with monsters,1929-08-14T00:00:00Z,,Art
Q46805,Romanesque art,,,Art
Q118127222,Portrait of Janina Turowska-Leszczyńska,1930-04-01T00:00:00Z,,Art
Q2876208,Novgorod school,1100-01-01T00:00:00Z,Novgorod Republic,Art
Q306537,Österreichischer Werkbund,1912-01-01T00:00:00Z,Austria,Art
Q6546135,Light and Space,1960-01-01T00:00:00Z,United States,Art
Q114242595,Portrait of Bohdan Filipowski,1929-10-12T00:00:00Z,,Art
Q326478,land art,,,Art
Q121815743,Portrait of Edmund Strażyski,1928-12-01T00:00:00Z,,Art
Q114583231,Portrait of Teodor Białynicki-Birula,1929-08-25T00:00:00Z,,Art
Q121815748,Portrait of Maria Strażyska,1929-05-01T00:00:00Z,,Art
Q121827223,"Portrait of Stefan Szuman, leaning on his arm",1929-08-25T00:00:00Z,,Art
Q16639232,Glasgow Boys,,United Kingdom,Art
Q105950710,Portrait of Nena Stachurska,1929-10-12T00:00:00Z,,Art
Q105949918,Portrait of Colonel Janusz de Beaurain,1929-05-11T00:00:00Z,,Art
Q106049917,Portrait of Nena Stachurska,1929-09-10T00:00:00Z,,Art
Q106049219,Portrait of Aleksandra Totwenowa,1930-04-26T00:00:00Z,,Art
Q106049794,Double Portrait of Halina Judt and Michał Choromański,1930-01-01T00:00:00Z,,Art
Q106049710,Portrait of Zofia Bylczyńska,1929-10-12T00:00:00Z,,Art
Q106049763,Portrait of Louis de Laveaux,1929-01-01T00:00:00Z,,Art
Q106107390,Portrait of Stefan Glass,1929-08-25T00:00:00Z,,Art
Q106107352,Portrait of Stanisław Bielatowicz,1929-10-13T00:00:00Z,,Art
Q330369,Arts and Crafts movement,,,Art
Q106412542,Portrait of Stefan Glass,1929-07-28T00:00:00Z,,Art
Q122354682,"Portrait of Alexandra Totwenova, giraffe praying",1930-04-26T00:00:00Z,,Art
Q106249603,Napoleon's Grenadier - Portrait of Teodor Białynicki-Birula,1929-08-25T00:00:00Z,,Art
Q106569582,Portrait of Nena Stachurska,1930-01-01T00:00:00Z,,Art
Q121827226,Female portrait,1930-01-01T00:00:00Z,,Art
Q3758072,art of Gandhara,,Gandhara,Art
Q4358397,Transhumanist art,,,Art
Q120175098,Portrait of Helena Białynicka-Birula,1929-07-01T00:00:00Z,,Art
Q106787386,Portrait of Nena Stachurska,1929-10-12T00:00:00Z,,Art
Q106787431,Portrait of Nena Stachurska,1929-10-12T00:00:00Z,,Art
Q106872494,Portrait of Tadeusz Boy-Żeleński,1929-05-01T00:00:00Z,,Art
Q106478100,"Portrait of Teodor Białynicki-Birula, with tail flying",1929-07-01T00:00:00Z,,Art
Q106479356,"Portrait of Janusz Kotarbiński, ""angel over mountains""",1929-01-17T00:00:00Z,,Art
Q2902629,Dynamism of a Dog on a Leash,1915-01-01T00:00:00Z,,Art
Q106589333,Portrait of prof. Stefan Szuman,1931-04-01T00:00:00Z,,Art
Q106569605,Figure after the first dose of mescaline,1929-09-10T00:00:00Z,,Art
Q106569607,Peyote drawing,1928-12-03T00:00:00Z,,Art
Q49303880,"Nike or Winged Goddess of Victory, Yale University Art Gallery, inv. 1929.288",http://www.wikidata.org/.well-known/genid/733f6e37012e06ad8a7bf66bd0ab16b9,United States,Art
Q106645083,Portrait of Janusz de Beaurain,1929-10-12T00:00:00Z,,Art
Q107376250,Portrait of Nena Stachurska,1929-08-25T00:00:00Z,,Art
Q106879246,Portrait of Zofia Szumanowa née Szczepanowska,1929-09-10T00:00:00Z,,Art
Q106833083,Metaphysical Fly ...,1928-06-25T00:00:00Z,,Art
Q106865509,Drawing from a narcotic session with mescaline,1929-09-10T00:00:00Z,,Art
Q106865546,Count Gadon hid behind the horizon,1929-09-10T00:00:00Z,,Art
Q106875925,The most beautiful smile of Zosia (Portrait of  Zofia Szumanowa?),1929-06-01T00:00:00Z,,Art
Q107333516,Peyote drawing,1928-06-01T00:00:00Z,,Art
Q113640318,Peyote Drawing,1928-06-01T00:00:00Z,,Art
Q122236229,Double Portrait,1920-01-01T00:00:00Z,,Art
Q121827225,Portrait of Nena Stachurska,1930-01-01T00:00:00Z,,Art
Q108335657,Portrait of Stefan Szuman,1929-09-10T00:00:00Z,,Art
Q121815744,Portrait of Nena Stachurska,1929-01-01T00:00:00Z,,Art
Q2407355,Hasegawa school,1600-01-01T00:00:00Z,Japan,Art
Q108499929,Portrait of Helena Białynicka-Birula,1929-10-12T00:00:00Z,,Art
Q121836512,Portrait of Teodor Białynicki-Birula,1930-04-27T00:00:00Z,,Art
Q107311642,The Perversions of the Peyote Sea Monsters are Beginning,1929-08-08T00:00:00Z,,Art
Q107311697,Imbecitos Zegiestoviensis ...,1928-07-18T00:00:00Z,,Art
Q107347928,Ms. Nena seen under influence of  Merck's mescaline,1929-08-01T00:00:00Z,,Art
Q107340731,In memory of the Peyote day,1928-12-01T00:00:00Z,,Art
Q122236227,Portrait of Michał Białynicki-Birula,1929-08-25T00:00:00Z,,Art
Q122236226,Portrait of Nena Stachurska,1929-08-14T00:00:00Z,,Art
Q117249299,"Portrait of Stanisław Totwen, Scorpionescu",1930-04-26T00:00:00Z,,Art
Q318394,art of ancient Egypt,,Ancient Egypt,Art
Q120754866,Portrait of Eugenia Stopkowa,1931-05-28T00:00:00Z,,Art
Q114242594,"Portrait of Nena Stachurska, Lizard",1929-08-25T00:00:00Z,,Art
Q114241523,"Portrait of Edmund Strążyski, wearing a turban",1929-05-01T00:00:00Z,,Art
Q121837348,Portrait of Zofia Szumanowa,1931-04-01T00:00:00Z,,Art
Q120943327,Portrait of Ms. Żukowska,1929-10-12T00:00:00Z,,Art
Q113648437,Portrait of Teodor Białynicki-Birula,1929-10-12T00:00:00Z,,Art
Q3937468,Portrait of Barbara Holper,1490-01-01T00:00:00Z,,Art
Q113677130,Portrait of Artur Schroeder,1931-04-26T00:00:00Z,,Art
Q460501,Historicism,,,Art
Q4321401,Nimrod,1939-01-01T00:00:00Z,,Art
Q3484823,simultanism,1910-01-01T00:00:00Z,,Art
Q3866622,Movimento di Cooperazione Educativa,1951-11-04T00:00:00Z,Italy,Art
Q106111573,Portrait of Bohdan Filipowski,1928-01-01T00:00:00Z,,Art
Q2763408,Baroque sculpture,,,Art
Q443153,Early Netherlandish painting,,Habsburg Netherlands,Art
Q122390988,Portrait of Jan Leszczyński [?],1931-08-01T00:00:00Z,,Art
Q122389296,Portrait of Hanka Moesówna,1931-01-11T00:00:00Z,,Art
Q386302,African art,,,Art
Q428995,Hellenistic period,,,Art
Q429811,early Christian art and architecture,,,Art
Q558875,Wu School,,,Art
Q65939509,British black arts movement,1982-01-01T00:00:00Z,,Art
Q340808,Eight Eccentrics of Yangzhou,,People's Republic of China,Art
Q382056,Pont-Aven School,1850-01-01T00:00:00Z,,Art
Q528648,La Pléiade,,France,Art
Q110262804,Posturbanism,2000-01-01T00:00:00Z,,Art
Q106833058,Portrait of Janina Turowska,1931-08-01T00:00:00Z,,Art
Q109226381,"A fabulous story about prince La-Fi-Czan, about the soldier Soju and the girl Kio",1918-04-13T00:00:00Z,,Art
Q108659661,Portrait of a woman,1930-04-03T00:00:00Z,,Art
Q120946166,Portrait of Janina Turowska-Leszczyńska,1931-08-02T00:00:00Z,,Art
Q683274,Bal du moulin de la Galette,1876-01-01T00:00:00Z,,Art
Q3230385,The Farewell of Telemachus and Eucharis,1818-01-01T00:00:00Z,,Art
Q108499935,Portrait of Jadwiga Skibińska née Niedźwiecka,1931-10-18T00:00:00Z,,Art
Q576913,Arte Povera,1967-01-01T00:00:00Z,Italy,Art
Q120755275,Portrait of Jadwiga Niedźwiedzka-Skibińska,1931-10-18T00:00:00Z,,Art
Q122390989,Portrait of Janina Turowska-Leszczyńska,1931-10-12T00:00:00Z,,Art
Q1167213,Landscape with bathing women,1620-01-01T00:00:00Z,,Art
Q2907232,Antropophagia,1920-01-01T00:00:00Z,Brazil,Art
Q531329,The Embarkation for Cythera,1717-01-01T00:00:00Z,,Art
Q120910195,"Portrait of Krystyna Ejbol-Manowicz, basic",1931-07-01T00:00:00Z,,Art
Q574985,Macchiaioli,1850-01-01T00:00:00Z,,Art
Q503708,Les Nabis,1888-01-01T00:00:00Z,,Art
Q910199,Les Demoiselles d'Avignon,1907-01-01T00:00:00Z,,Art
Q112123872,African Jazz-Art Society & Studios,1956-01-01T00:00:00Z,,Art
Q2828843,aizuri-e,1820-01-01T00:00:00Z,,Art
Q938616,Italian art,,Italy,Art
Q577622,Coptic art,,,Art
Q614082,Carolingian art,,,Art
Q829895,Harlem Renaissance,,,Art
Q1061035,The Treachery of Images,1929-01-01T00:00:00Z,United States,Art
Q44458664,"Studio, Lafayette Street",1923-01-01T00:00:00Z,United States,Art
Q60185235,art in occupied France,,German Reich,Art
Q572916,found object,,,Art
Q617166,Russian Futurism,,,Art
Q612118,Insular art,0700-01-01T00:00:00Z,,Art
Q660383,Panic Movement,1962-01-01T00:00:00Z,France,Art
Q846933,renaissance humanism,,,Art
Q106390539,The convex mirror,1916-01-01T00:00:00Z,,Art
Q929402,Korean art,,,Art
Q28868614,aesthetic dress,,,Art
Q692924,Madí,1944-01-01T00:00:00Z,Argentina,Art
Q724976,Ashcan School,1910-01-01T00:00:00Z,United States,Art
Q1055111,Madonna and Child,1460-01-01T00:00:00Z,Italy,Art
Q2107376,Antwerp school,1600-01-01T00:00:00Z,Belgium,Art
Q42907814,dandyism,,,Art
Q699319,Self-portrait in a Convex Mirror,1523-01-01T00:00:00Z,,Art
Q17334394,Reclining Venus,1550-01-01T00:00:00Z,Netherlands,Art
Q860129,Charging Bull,1989-01-01T00:00:00Z,United States,Art
Q689057,art of the Third Reich,,German Reich,Art
Q603399,Japanese art,,Japan,Art
Q3213778,Madonna and Child with Saint John the Baptist and Two Angels,1470-01-01T00:00:00Z,Italy,Art
Q516316,Young British Artists,1988-01-01T00:00:00Z,United Kingdom,Art
Q20191821,Florence Davey,1914-08-01T00:00:00Z,,Art
Q22043770,Man Entering a Room,1927-01-01T00:00:00Z,Latvia,Art
Q3628259,The Victorious Athlete,1813-01-01T00:00:00Z,,Art
Q4689456,AfriCOBRA,1968-01-01T00:00:00Z,,Art
Q727875,Venus of Urbino,1538-01-01T00:00:00Z,,Art
Q677739,Freeze,,,Art
Q848365,primitivism,,,Art
Q878985,modernism,,,Art
Q914395,Celtic art,,,Art
Q958255,Anglo-Saxon art,,,Art
Q1268134,Beaux-Arts,,,Art
Q1091532,Pre-Columbian art,,,Art
Q540807,Photo-Secession,1902-01-01T00:00:00Z,United States,Art
Q938864,Mexican muralism,,Mexico,Art
Q1133779,Renaissance art,,,Art
Q1142000,Southern School,,,Art
Q50736854,The Spirit of the drought,1896-01-01T00:00:00Z,,Art
Q1147263,lyrical abstraction,1940-01-01T00:00:00Z,,Art
Q688909,Armory Show,1913-01-01T00:00:00Z,United States,Art
Q1132127,hip hop culture,1970-01-01T00:00:00Z,,Art
Q1391488,Figuration Libre,,,Art
Q1133329,Young Poland,1890-01-01T00:00:00Z,Poland,Art
Q1569950,internet art,,,Art
Q1951304,Mozarabic art,,,Art
Q2388965,Self-Portrait,1498-01-01T00:00:00Z,,Art
Q2159947,Robinson Group,,,Art
Q2185042,Flemish painting,,,Art
Q943853,Hudson River school,,United States,Art
Q1247086,Greek art,,Greece,Art
Q2045726,The Battle of Anghiari,1503-01-01T00:00:00Z,Italy,Art
Q5358332,electronic art,,,Art
Q744738,encyclopédistes,,,Art
Q947129,Gothic painting,,,Art
Q982897,lubok,,,Art
Q852377,New Culture Movement,,China,Art
Q846553,Clube da Esquina,,Brazil,Art
Q756615,Chinese art,,People's Republic of China,Art
Q1404472,Italian Renaissance,,Italy,Art
Q1232633,Hague School,1860-01-01T00:00:00Z,Netherlands,Art
Q135286600,"Our Lady of Loreto, Saint John the Baptist and Holy Bishop",1700-01-01T00:00:00Z,Italy,Art
Q2422003,Job Triptych,1500-01-01T00:00:00Z,,Art
Q753683,metaphysical painting,1917-01-01T00:00:00Z,,Art
Q1164982,Color Field,1940-01-01T00:00:00Z,,Art
Q20166944,Portrait of a Young Woman,1490-01-01T00:00:00Z,,Art
Q947955,The Residents,1972-01-01T00:00:00Z,,Art
Q891532,Bolognese school,1500-01-01T00:00:00Z,Italy,Art
Q1267893,Ginevra de' Benci,1476-01-01T00:00:00Z,,Art
Q98398331,Edinburgh Arts 72,1972-07-03T00:00:00Z,,Art
Q953124,Jake and Dinos Chapman,,United Kingdom,Art
Q1760825,Schools of Sint-Martens-Latem,1900-01-01T00:00:00Z,Belgium,Art
Q17341997,A Mother's Duty,1660-01-01T00:00:00Z,Netherlands,Art
Q2316866,geometric abstraction,,,Art
Q1580216,Noucentisme,,,Art
Q63801214,Dordtse impressionisten,,Netherlands,Art
Q2642826,Realism,,,Art
Q6865348,minimalism,,,Art
Q2757526,Groupe Nervia,1928-01-01T00:00:00Z,Belgium,Art
Q132594440,Spring Comes to the Lake. Hanging scroll painting,1676-01-01T00:00:00Z,,Art
Q10857409,realism,,,Art
Q10822316,concrete art,,,Art
Q5421183,Experiments in Art and Technology,1967-01-01T00:00:00Z,,Art
Q2297997,Movimento Spaziale,1947-01-01T00:00:00Z,,Art
Q2577030,The Clique,,,Art
Q644856,The Triumph of Death,1560-01-01T00:00:00Z,,Art
Q1520921,Nahda,,,Art
Q3399573,Asian art,,,Art
Q18619205,Dance of Time,1788-01-01T00:00:00Z,,Art
Q135285835,Stati d'animo - Quelli che vanno 2,1911-01-01T00:00:00Z,,Art
Q1747618,ancient Greek art,,,Art
Q1879488,Russian symbolism,,,Art
Q1935489,Scapigliatura,,,Art
Q2864672,Art of Al-Andalus,,al-Andalus,Art
Q2414771,Ghetto Fabulous Gang,,,Art
Q2477112,German Romanticism,,,Art
Q7577721,Spiral,1963-01-01T00:00:00Z,United States,Art
Q2826174,africanism,,,Art
Q2864612,Oceanian art,,,Art
Q2877183,BMPT,,,Art
Q3515741,Amsterdamse Joffers,,Netherlands,Art
Q67220538,The Grief of the Pasha,1885-01-01T00:00:00Z,,Art
Q3071677,Figuration narrative,,,Art
Q3374347,Byzantine icon painting,,,Art
Q3504923,Supports/Surfaces,,,Art
Q3577704,Shijō school,,,Art
Q3667535,Chiarismo,,,Art
Q3683985,combat folk,,,Art
Q20936218,Anti-form,1960-01-01T00:00:00Z,United States,Art
Q5393562,Brigada Ramona Parra,,Chile,Art
Q3354732,Roman art,,Ancient Rome,Art
Q3191943,Kaigetsudō school,1700-01-01T00:00:00Z,Japan,Art
Q4920294,Black Arts Movement,,,Art
Q1755539,City Beautiful movement,1890-01-01T00:00:00Z,United States,Art
Q5095653,Chicago Imagists,,,Art
Q5165033,Contemporary Realism,,,Art
Q1808635,Jack of Diamonds,,Russian Empire,Art
Q19759562,Wall Relief: Maquette No. 1,1955-01-01T00:00:00Z,,Art
Q19759563,Wall Relief: Maquette No. 3,1955-01-01T00:00:00Z,,Art
Q2584646,fundamentele kunst,,Belgium,Art
Q7059995,Northwest Coast art,,United States,Art
Q4142290,Blue Rose,1906-01-01T00:00:00Z,Russian Empire,Art
Q115829935,Farmer at work,1908-01-01T00:00:00Z,,Art
Q3066195,Torii school,1680-01-01T00:00:00Z,Japan,Art
Q5876876,Generación del 13,1913-01-01T00:00:00Z,,Art
Q2914470,Italian Renaissance painting,,Italy,Art
Q124635311,Portrait of a Bridegroom,1495-01-01T00:00:00Z,,Art
Q113033240,Hills with trees,1910-01-01T00:00:00Z,,Art
Q2566149,relational art,1996-01-01T00:00:00Z,,Art
Q5095938,Chicano art movement,,United States,Art
Q9396869,Saint Matthew and the Angel,1661-01-01T00:00:00Z,,Art
Q7593626,St John's Wood Clique,,United Kingdom,Art
Q5475328,Four Masters of the Yuan Dynasty,,Yuan dynasty,Art
Q3636299,The Battle of the Amazons,1618-01-01T00:00:00Z,,Art
Q3814745,Feasting and dancing peasants,1635-01-01T00:00:00Z,,Art
Q15874380,"Job, visited on the dunghill by demons, is being berated by his wife",1550-01-01T00:00:00Z,,Art
Q5506977,Fuck Off,,People's Republic of China,Art
Q1606128,The Linked Ring,1892-01-01T00:00:00Z,United Kingdom,Art
Q2477787,American Impressionism,1880-01-01T00:00:00Z,United States,Art
Q5173827,Cos Cob Art Colony,1890-01-01T00:00:00Z,United States,Art
Q897054,Migration Period art,0400-01-01T00:00:00Z,,Art
Q2513438,A Dance to the Music of Time,1635-01-01T00:00:00Z,United Kingdom,Art
Q119186964,Eve of St Agnes (Pensive Whilst She Dreams),1920-01-01T00:00:00Z,United Kingdom,Art
Q1413061,tropicália,1967-01-01T00:00:00Z,,Art
Q5251082,Defastenism,,Ireland,Art
Q3483628,Signalism,1959-01-01T00:00:00Z,Serbia,Art
Q52153932,"William John Montagu Watson-Armstrong, 2nd Baron Armstrong of Bamburgh and Cragside (1892-1972), as a young boy",1902-01-01T00:00:00Z,United Kingdom,Art
Q4917608,Bishop John Carroll,1912-05-04T00:00:00Z,United States,Art
Q1048478,shunga,,,Art
Q134481377,Justinian and Theodora,,,Art
Q134475701,The Siren (Green Abyss),1893-01-01T00:00:00Z,Italy,Art
Q64995085,Paul Wesenberg - Miracle Pictures,2019-01-01T00:00:00Z,Italy,Art
Q135727239,The Little Montcuquois,2004-01-01T00:00:00Z,France,Art
Q17457983,St. Matthew,1625-01-01T00:00:00Z,,Art
Q1583346,Liu Dao,2006-01-01T00:00:00Z,,Art
Q19883765,Wall Relief no. 1,1955-01-01T00:00:00Z,Netherlands,Art
Q15885248,Renaissance painting,,,Art
Q17068342,manosphere,,,Art
Q52153921,"William Henry Cecil John Robin Watson-Armstrong, 3rd Baron Armstrong of Bamburgh and Cragside (1919-1987), as a young boy",1930-01-01T00:00:00Z,United Kingdom,Art
Q5328177,East Country Yard Show,,,Art
Q107486133,Fallen angel,1847-01-01T00:00:00Z,,Art
Q28028469,King George V (1865-1936),1911-01-01T00:00:00Z,United Kingdom,Art
Q135707731,"Collection ""Nineteen : Fallen angels"" (1992)",,,Art
Q9097429,Zaj,1959-01-01T00:00:00Z,,Art
Q5157413,Computer Arts Society,1968-01-01T00:00:00Z,,Art
Q111674540,The Fisherman and the Syren,1858-01-01T00:00:00Z,,Art
Q16675384,Société des artistes décorateurs,1901-01-01T00:00:00Z,France,Art
