id:ID,name,birth_date,place_of_birth,occupation,:LABEL
Q516614,Bracha L. Ettinger,1948-03-23T00:00:00Z,Tel Aviv,photographer,Human
Q538236,François Baron-Renouard,1918-04-19T00:00:00Z,Vitré,painter,Human
Q960633,Didier Lockwood,1956-02-11T00:00:00Z,Calais,violinist,Human
Q546391,Rachel Z,1962-12-28T00:00:00Z,Manhattan,jazz pianist,Human
Q364189,Peter Straub,1943-03-02T00:00:00Z,Milwaukee,writer,Human
Q962574,Costantino Nigra,1828-06-11T00:00:00Z,Castelnuovo Nigra,poet,Human
Q457608,Brandon Sanderson,1975-12-19T00:00:00Z,Lincoln,novelist,Human
Q1229783,Frank Bramley,1857-05-06T00:00:00Z,Sibsey,painter,Human
Q380704,Bartholomeus van der Helst,1613-01-01T00:00:00Z,Haarlem,painter,Human
Q635330,Patrick Rondat,1960-10-12T00:00:00Z,Paris,guitarist,Human
Q956868,William Beebe,1877-07-29T00:00:00Z,New York City,zoologist,Human
Q956126,Glyn Johns,1942-02-15T00:00:00Z,Epsom,musician,Human
Q956913,Petre Țuțea,1902-10-06T00:00:00Z,Boteni,politician,Human
Q943047,Grant Morrison,1960-01-31T00:00:00Z,Glasgow,comics writer,Human
Q2898767,Bernard Zimmern,1930-06-08T00:00:00Z,16th arrondissement of Paris,businessperson,Human
Q942636,Albert Pla,1966-09-22T00:00:00Z,Sabadell,recording artist,Human
Q943567,Paul Goodman,1911-09-09T00:00:00Z,Greenwich Village,LGBTQ rights activist,Human
Q2898210,Bernard Leach,1887-01-05T00:00:00Z,British Hong Kong,artist,Human
Q2889506,Rébecca Dautremer,1971-08-20T00:00:00Z,Gap,illustrator,Human
Q2888100,Ernesto Sevilla,1978-05-16T00:00:00Z,Albacete,humorist,Human
Q2899063,Bernie Krause,1938-12-08T00:00:00Z,Detroit,musician,Human
Q2905312,Nazem Al-Ghazali,1921-01-01T00:00:00Z,Baghdad,singer,Human
Q2883424,Del Close,1934-03-09T00:00:00Z,Manhattan,theatrical director,Human
Q2895365,Miroslav Sasek,1916-11-18T00:00:00Z,Prague,illustrator,Human
Q2893979,Pablo Hasél,1988-08-09T00:00:00Z,Lleida,rapper,Human
Q2896092,Benjamin Guérard,1797-03-15T00:00:00Z,Montbard,historian,Human
Q2898818,Bernard de La Villardière,1958-03-25T00:00:00Z,Boulogne-Billancourt,journalist,Human
Q2897209,Benjamin Fain,1930-02-17T00:00:00Z,Kyiv,physicist,Human
Q2897678,Bernard Charbonneau,1910-11-28T00:00:00Z,Bordeaux,philosopher,Human
Q2893448,Sundara Ramaswamy,1931-05-30T00:00:00Z,Nagercoil,author,Human
Q2892907,Beat Assailant,1977-01-01T00:00:00Z,Atlanta,rapper,Human
Q1274944,Kery James,1977-12-28T00:00:00Z,Les Abymes,singer,Human
Q1275145,Victor Herbert,1859-02-01T00:00:00Z,Dublin,cellist,Human
Q1283120,Eddy Ryssack,1928-03-20T00:00:00Z,Borgerhout,animator,Human
Q1273078,Robert Jameson,1774-07-11T00:00:00Z,Leith,geologist,Human
Q1281597,Richard Diebenkorn,1922-04-22T00:00:00Z,Portland,illustrator,Human
Q1277301,Elia Interguglielmi,1746-01-01T00:00:00Z,Naples,painter,Human
Q1275768,Fred Rogers,1928-03-20T00:00:00Z,Latrobe,author,Human
Q1275214,Harland Williams,1962-11-14T00:00:00Z,Toronto,actor,Human
Q1273323,Hans Drischel,1915-06-08T00:00:00Z,Cologne,physician,Human
Q1282413,Stanley Spencer,1891-07-30T00:00:00Z,Cookham,engineer,Human
Q1278915,Albert Sorel,1842-08-13T00:00:00Z,Honfleur,writer,Human
Q1275360,Zeng Gong,1019-01-01T00:00:00Z,Nanfeng County,poet,Human
Q1282198,Ivan Ilyin,1883-04-09T00:00:00Z,Moscow,university teacher,Human
Q1273345,Johnny Ace,1929-06-09T00:00:00Z,Memphis,singer,Human
Q1278140,Josip Murn,1879-03-04T00:00:00Z,Ljubljana,writer,Human
Q1278559,Fan Kuan,,Q10483229,painter,Human
Q1274009,Philip-Lorca diCorcia,1951-01-01T00:00:00Z,Hartford,photographer,Human
Q1280949,Tsutomu Adachi,1947-08-01T00:00:00Z,Isesaki,mangaka,Human
Q55392,Louis Malle,1932-10-30T00:00:00Z,Thumeries,producer,Human
Q3076630,Jacob Latimore,1996-08-10T00:00:00Z,Milwaukee,actor,Human
Q13560740,Alice Mason,1904-01-01T00:00:00Z,Litchfield,printmaker,Human
Q5090924,Chen Wen Hsi,1908-01-01T00:00:00Z,Guangdong,painter,Human
Q3085544,Lucien Simon,1861-07-18T00:00:00Z,Paris,teacher,Human
Q4164868,Al-Jaldaki,,Cairo,chemist,Human
Q10312620,Juan José Balzi,1933-05-28T00:00:00Z,Buenos Aires,teacher,Human
Q15906943,Tateishi Tetsuomi,1905-03-11T00:00:00Z,Walls of Taipei,painter,Human
Q28357196,Daniil Cherkes,1899-08-31T00:00:00Z,Moscow,animator,Human
Q1844447,Samuele Bersani,1970-10-01T00:00:00Z,Rimini,composer,Human
Q24066841,Calcutta,1989-04-19T00:00:00Z,Latina,singer-songwriter,Human
Q5403208,Ethel Schwabacher,1903-05-20T00:00:00Z,New York City,artist,Human
Q7498830,Shirley Purdie,1948-01-01T00:00:00Z,Kimberley,artist,Human
Q5393700,Ernest Procter,1886-05-22T00:00:00Z,Tynemouth,painter,Human
Q3647022,Bungaro,1964-05-23T00:00:00Z,Brindisi,singer-songwriter,Human
Q315102,Alexander Roslin,1718-07-15T00:00:00Z,Malmö Sankt Petri församling,painter,Human
Q350931,Red Rodney,1927-09-27T00:00:00Z,Philadelphia,trumpeter,Human
Q1288098,Eduard Böhl,1836-11-18T00:00:00Z,Hamburg,theologian,Human
Q1288620,Wen Tong,1018-01-01T00:00:00Z,Yanting County,historian,Human
Q1290210,Eduard Toldrà,1895-04-07T00:00:00Z,Vilanova i la Geltrú,composer,Human
Q1288772,Zsigmond Simonyi,1853-01-01T00:00:00Z,Veszprém,Esperantist,Human
Q1291701,Steven Adler,1965-01-22T00:00:00Z,Cleveland,drummer,Human
Q1291679,Romare Bearden,1911-09-02T00:00:00Z,Charlotte,draftsperson,Human
Q1287114,Edmundo Font López,1953-06-23T00:00:00Z,Tampico,writer,Human
Q1284063,Nico van Kampen,1921-06-22T00:00:00Z,Leiden,physicist,Human
Q1291296,Kazimieras G. Prapuolenis,1959-07-31T00:00:00Z,Hoboken,screenwriter,Human
Q1288248,John Sell Cotman,1782-05-16T00:00:00Z,Norwich,illustrator,Human
Q1284465,Charles Conder,1868-10-24T00:00:00Z,Tottenham,artist,Human
Q1294774,Edwin Lankester,1814-04-23T00:00:00Z,Suffolk,naturalist,Human
Q1300605,François Rastier,1945-02-12T00:00:00Z,Toulouse,university teacher,Human
Q1298354,Aleksey Antropov,1716-03-25T00:00:00Z,Saint Petersburg,painter,Human
Q1285562,Henry Green,1905-10-29T00:00:00Z,Forthampton,novelist,Human
Q1288566,Len Lye,1901-07-05T00:00:00Z,Christchurch,writer,Human
Q1285960,Edmund Beecher Wilson,1856-10-19T00:00:00Z,Geneva,zoologist,Human
Q1286388,Antal Schütz,1880-10-26T00:00:00Z,Novi Kozarci,theologian,Human
Q1295430,Seán Potts,1930-10-05T00:00:00Z,Dublin,musician,Human
Q1285011,Edith Hall Dohan,1877-12-31T00:00:00Z,New Haven,curator,Human
Q1286902,Sándor Selinger,1945-06-28T00:00:00Z,Baia Mare,physicist,Human
Q1288426,Mihály Simai,1930-04-04T00:00:00Z,Budapest,economist,Human
Q1335786,Jason Gould,1966-12-29T00:00:00Z,New York City,stage actor,Human
Q1339711,Jacques Higelin,1940-10-18T00:00:00Z,Brou-sur-Chantereine,actor,Human
Q1338469,Paul Thomas,1980-10-05T00:00:00Z,Waldorf,musician,Human
Q1335548,Range Murata,1968-10-02T00:00:00Z,Osaka,mangaka,Human
Q1339380,John Fahey,1939-02-28T00:00:00Z,"Washington, D.C.",guitarist,Human
Q136406258,Alexander Linton,1992-07-11T00:00:00Z,,writer,Human
Q1336515,Mychael Danna,1958-09-20T00:00:00Z,Winnipeg,composer,Human
Q1337955,John Crowe Ransom,1888-04-30T00:00:00Z,Pulaski,writer,Human
Q123350273,Amaury Cornut,1988-01-01T00:00:00Z,Brittany,composer,Human
Q1336654,Emil Petaja,1915-04-12T00:00:00Z,Missoula County,writer,Human
Q1337746,Khaled el-Hassani ben el-Hachemi,1875-02-20T00:00:00Z,Damascus,military officer,Human
Q2909597,Raed al-Karmi,1974-01-28T00:00:00Z,Tulkarm,leader of organization,Human
Q1337762,Madison Grant,1865-11-19T00:00:00Z,New York City,historian,Human
Q1336951,Emil Utitz,1883-05-27T00:00:00Z,Roztoky,librarian,Human
Q134716741,Keygen Church,,,composer,Human
Q1339894,Robert MacArthur,1930-04-07T00:00:00Z,Toronto,mathematician,Human
Q1337318,Émilie Gourd,1879-12-19T00:00:00Z,Geneva,journalist,Human
Q1315839,Osamu Dezaki,1943-11-18T00:00:00Z,Meguro-ku,animator,Human
Q1311104,Pithos Painter,-0600-01-01T00:00:00Z,,Attic vase-painter,Human
Q1304824,Wally Wood,1927-06-17T00:00:00Z,Menahga,editing staff,Human
Q1316590,Flaco Jiménez,1939-03-11T00:00:00Z,San Antonio,singer,Human
Q1306532,Alexander Stirling Calder,1870-01-11T00:00:00Z,Philadelphia,sculptor,Human
Q1306518,Ignazio Gardella,1905-03-30T00:00:00Z,Milan,architect,Human
Q1301849,Al Held,1928-10-12T00:00:00Z,Brooklyn,illustrator,Human
Q1307585,Paul-Émile Victor,1907-06-28T00:00:00Z,Geneva,ethnologist,Human
Q1314042,Albert Wigand,1882-10-21T00:00:00Z,Kassel,physicist,Human
Q1301696,Gusztáv Szászy-Schwarz,1856-12-31T00:00:00Z,Pest,jurist,Human
Q1305347,Giuseppe Gandolfo,1792-08-28T00:00:00Z,Catania,painter,Human
Q1340545,Ovid Densusianu,1873-12-29T00:00:00Z,Făgăraș,university teacher,Human
Q1345186,Federico de Madrazo y Kuntz,1815-02-09T00:00:00Z,Rome,politician,Human
Q1345319,Jean-Baptiste Bory de Saint-Vincent,1778-07-06T00:00:00Z,Agen,military personnel,Human
Q1345191,Philippe Van Parijs,1951-05-23T00:00:00Z,Brussels metropolitan area,author,Human
Q1344035,Alejandro Obregón,1920-06-04T00:00:00Z,Barcelona,painter,Human
Q1341731,Guillaume Faye,1949-11-07T00:00:00Z,Angoulême,journalist,Human
Q1342944,Michel Jonasz,1947-01-21T00:00:00Z,Drancy,singer,Human
Q1345582,Gilbert Simondon,1924-10-02T00:00:00Z,Saint-Étienne,psychologist,Human
Q1345099,King Curtis,1934-02-07T00:00:00Z,Fort Worth,conductor,Human
Q1342067,Louis Massignon,1883-07-25T00:00:00Z,Nogent-sur-Marne,Islamicist,Human
Q1344809,Władysław Orlicz,1903-05-24T00:00:00Z,Okocim,mathematician,Human
Q1341343,Neal Adams,1941-06-15T00:00:00Z,Manhattan,comics artist,Human
Q1345289,Giovanni Battista Salvi da Sassoferrato,1609-08-29T00:00:00Z,Sassoferrato,painter,Human
Q1343122,Ligier Richier,1500-09-15T00:00:00Z,Saint-Mihiel,sculptor,Human
Q1340818,Pierre Simon Fournier,1712-09-15T00:00:00Z,Paris,printer,Human
Q1344554,Leslie West,1945-10-22T00:00:00Z,New York City,singer,Human
Q1345238,Walter Rauschenbusch,1861-10-04T00:00:00Z,Rochester,theologian,Human
Q518455,Toni Cade Bambara,1939-03-25T00:00:00Z,New York City,novelist,Human
Q773736,Sidney Lanier,1842-02-03T00:00:00Z,Macon,flautist,Human
Q776342,Édouard-Marcel Sandoz,1881-03-21T00:00:00Z,Basel,artist,Human
Q773830,Bruce Cockburn,1945-05-27T00:00:00Z,Ottawa,musicologist,Human
Q775996,Yosef Hayyim,1833-01-01T00:00:00Z,Baghdad,rabbi,Human
Q601009,E. P. Sanders,1937-04-18T00:00:00Z,Grand Prairie,translator,Human
Q708523,Arthur Pardee,1921-07-13T00:00:00Z,Chicago,pharmacologist,Human
Q774280,Ferenc Móra,1879-07-19T00:00:00Z,Kiskunfélegyháza,journalist,Human
Q773605,Leon Eisenberg,1922-08-08T00:00:00Z,Philadelphia,psychiatrist,Human
Q773259,Shibli Nomani,1857-06-03T00:00:00Z,Azamgarh,philosopher,Human
Q642708,Q642708,1945-05-14T00:00:00Z,Milan,mathematician,Human
Q774781,Sebastiano Conca,1680-01-08T00:00:00Z,Gaeta,painter,Human
Q774965,Odhise Paskali,1903-12-22T00:00:00Z,Përmet,sculptor,Human
Q30160536,František Podešva,1893-07-02T00:00:00Z,Sokolnice,teacher,Human
Q90561829,Nico Donys,1986-08-07T00:00:00Z,San Paolo di Civitate,singer,Human
Q101436426,Netanel Miles-Yépez,1972-01-01T00:00:00Z,Battle Creek,podcaster,Human
Q98841379,Victoria Heifetz,1978-08-09T00:00:00Z,Jerusalem,painter,Human
Q98558215,Mary Edna Burleigh Norton,1832-11-30T00:00:00Z,Elba,curator,Human
Q95225649,Marcus Trumpp,1974-03-16T00:00:00Z,Stuttgart,composer,Human
Q101428851,Stefan Andre Waligur,1955-10-12T00:00:00Z,,musician,Human
Q30554515,Tommaso Paradiso,1983-06-25T00:00:00Z,Rome,singer-songwriter,Human
Q98174533,Isabel Davies,1929-01-01T00:00:00Z,Melbourne,artist,Human
Q188117,Walter Mosley,1952-01-12T00:00:00Z,Los Angeles,playwright,Human
Q1347550,Rohff,1977-12-15T00:00:00Z,Antananarivo,rapper,Human
Q1347095,Ricky Skaggs,1954-07-18T00:00:00Z,Cordell,banjoist,Human
Q1349364,Hugh Latimer Dryden,1898-07-02T00:00:00Z,Worcester County,engineer,Human
Q1348700,"Sir Frederick Treves, 1st Baronet",1853-02-15T00:00:00Z,Dorchester,surgeon,Human
Q1349144,Robert W. Chambers,1865-05-26T00:00:00Z,Brooklyn,painter,Human
Q1351160,Nicholas Georgescu-Roegen,1906-02-04T00:00:00Z,Constanța,mathematician,Human
Q1349166,Michael Brook,1952-01-01T00:00:00Z,Toronto,inventor,Human
Q1350383,Per Højholt,1928-07-22T00:00:00Z,Esbjerg,writer,Human
Q1346007,Henry Clifton Sorby,1826-05-10T00:00:00Z,Sheffield,engineer,Human
Q1351259,Mark Mothersbaugh,1950-05-18T00:00:00Z,Akron,actor,Human
Q1349639,Frank Sinatra Jr.,1944-01-10T00:00:00Z,Jersey City,actor,Human
Q1350388,Sylvester Graham,1794-07-05T00:00:00Z,Suffield,health activist,Human
Q1347062,Gregory Crewdson,1962-09-26T00:00:00Z,Brooklyn,photographer,Human
Q1346736,Gilbert Shelton,1940-05-31T00:00:00Z,Houston,journalist,Human
Q1346580,Leonard Rosenman,1924-09-07T00:00:00Z,Brooklyn,conductor,Human
Q1350064,François Boucq,1955-11-28T00:00:00Z,Lille,illustrator,Human
Q1350706,Jay Adams,1961-02-03T00:00:00Z,Los Angeles,skateboarder,Human
Q1345994,Jesse L. Greenstein,1909-10-15T00:00:00Z,New York City,astronomer,Human
Q1348747,Erdal İnönü,1926-06-06T00:00:00Z,Ankara,politician,Human
Q254635,Richard K. Morgan,1965-09-24T00:00:00Z,London,writer,Human
Q355133,Jamie Kennedy,1970-05-25T00:00:00Z,Upper Darby Township,actor,Human
Q438024,Sara Paretsky,1947-06-08T00:00:00Z,Ames,writer,Human
Q234865,Sue Grafton,1940-04-24T00:00:00Z,Louisville,author,Human
Q505123,Lawrence Block,1938-06-24T00:00:00Z,Buffalo,novelist,Human
Q1353362,Jules Dupuit,1804-05-18T00:00:00Z,Fossano,engineer,Human
Q1355245,Fumiko Takano,1957-11-12T00:00:00Z,Akiha-ku,mangaka,Human
Q1354212,Ralph Steadman,1936-05-15T00:00:00Z,Wallasey,writer,Human
Q1352575,William Morton Wheeler,1865-03-19T00:00:00Z,Milwaukee,ethologist,Human
Q1352604,James G. March,1928-01-15T00:00:00Z,Cleveland,writer,Human
Q1352007,José Alfredo Jiménez,1926-01-19T00:00:00Z,Dolores Hidalgo Municipality,singer,Human
Q1355565,Marc Newson,1963-10-20T00:00:00Z,Hornsby,artist,Human
Q1351583,Eric Porter,1928-04-08T00:00:00Z,Shepherd's Bush,stage actor,Human
Q1351972,Frank O'Connor,1903-09-17T00:00:00Z,Cork,translator,Human
Q1354277,L. S. Lowry,1887-11-01T00:00:00Z,Old Trafford,artist,Human
Q1354081,James Schamus,1959-09-07T00:00:00Z,Detroit,film director,Human
Q1354364,Erika Fischer-Lichte,1943-06-25T00:00:00Z,Hamburg,university teacher,Human
Q1354608,Erin Morgenstern,1978-07-08T00:00:00Z,Marshfield,novelist,Human
Q1351527,Tom Paxton,1937-10-31T00:00:00Z,Chicago,singer,Human
Q1355326,Mogens Glistrup,1926-05-28T00:00:00Z,Rønne,politician,Human
Q1353845,Ravi Coltrane,1965-08-06T00:00:00Z,New York City,record producer,Human
Q1353575,Frederic Goudy,1865-03-08T00:00:00Z,Bloomington,graphic designer,Human
Q1354258,George Ledyard Stebbins,1906-01-06T00:00:00Z,Lawrence,university teacher,Human
Q3453681,Ruwen Ogien,1947-12-24T00:00:00Z,Hofgeismar,philosopher,Human
Q4528871,Andrei Șerban,1943-06-21T00:00:00Z,Bucharest,theatre manager,Human
Q981968,Humberto Mauro,1897-04-30T00:00:00Z,Volta Grande,actor,Human
Q1252408,Douglas Murray,1979-07-16T00:00:00Z,Hammersmith,cultural critic,Human
Q1681970,Tobia Scarpa,1935-01-01T00:00:00Z,Venice,architect,Human
Q5791581,Cristián Cuturrufo,1972-06-27T00:00:00Z,Coquimbo,trumpeter,Human
Q2569476,Junije Palmotić,1607-11-07T00:00:00Z,Dubrovnik,writer,Human
Q1354263,Erik Åkerberg,1860-01-19T00:00:00Z,Hedvig Eleonora parish,composer,Human
Q3085937,François Tosquelles,1912-08-22T00:00:00Z,Reus,physician,Human
Q6662669,Lloyd Noel Ferguson,1918-02-09T00:00:00Z,Oakland,chemist,Human
Q3263002,Louis René Vialy,1680-01-01T00:00:00Z,Aix-en-Provence,painter,Human
Q3184498,Joseph André Cellony,1696-11-30T00:00:00Z,Aix-en-Provence,painter,Human
Q8007346,William Cubley,1816-10-09T00:00:00Z,Heanor,painter,Human
Q1357683,François Bonvin,1817-11-22T00:00:00Z,Paris,printmaker,Human
Q1359722,Mykhailo Drahomanov,1841-09-30T00:00:00Z,Hadiach,collector of fairy tales,Human
Q1359458,Ernst Mayer,1796-06-24T00:00:00Z,Ludwigsburg,sculptor,Human
Q1358202,Ludwig Göransson,1984-09-01T00:00:00Z,Linköping Cathedral Congregation,conductor,Human
Q6850950,Mildred Burke,1915-08-05T00:00:00Z,Coffeyville,professional wrestler,Human
Q15429514,Nicholas Britell,1980-10-17T00:00:00Z,New York City,composer,Human
Q1359916,Gaëtan Gatian de Clérambault,1872-07-02T00:00:00Z,Bourges,photographer,Human
Q1357035,Vybz Kartel,1976-01-07T00:00:00Z,Kingston,composer,Human
Q1356355,Hubert Reeves,1932-07-13T00:00:00Z,Montreal,astrophysicist,Human
Q1359990,Paul Milgrom,1948-04-20T00:00:00Z,Detroit,economist,Human
Q1356695,Ernesto Bazzaro,1859-03-29T00:00:00Z,Milan,engraver,Human
Q6844735,Miguel Pou,1880-08-24T00:00:00Z,Ponce,painter,Human
Q1358816,Nathan Altman,1890-01-03T00:00:00Z,Vinnytsia,illustrator,Human
Q1358489,Sanpei Shirato,1932-02-15T00:00:00Z,Tokyo,mangaka,Human
Q1380926,Screaming Lord Sutch,1940-11-10T00:00:00Z,Hampstead,perennial candidate,Human
Q1381971,Otto Gutfreund,1889-08-03T00:00:00Z,Dvůr Králové nad Labem,teacher,Human
Q1381109,Robert Ranulph Marett,1866-06-13T00:00:00Z,Jersey,sociologist,Human
Q1383662,Jean Raspail,1925-07-05T00:00:00Z,Chemillé-sur-Dême,explorer,Human
Q1377646,Nino Ferrer,1934-08-15T00:00:00Z,Genoa,singer,Human
Q1382698,Joseph Orbeli,1887-03-20T00:00:00Z,Kutaisi,historian,Human
Q1379453,Francisco de Toledo,1532-10-14T00:00:00Z,Córdoba,Catholic priest,Human
Q1378931,Giovanni Battista Zelotti,1526-01-01T00:00:00Z,Verona,painter,Human
Q1378817,Joe Madureira,1974-12-03T00:00:00Z,Philadelphia,illustrator,Human
Q1384231,Keith Robinson,1976-01-17T00:00:00Z,Louisville,singer,Human
Q1380706,Kevin B. MacDonald,1944-01-24T00:00:00Z,Oshkosh,writer,Human
Q1382411,Kenny Kirkland,1955-09-28T00:00:00Z,New York City,pianist,Human
Q1376982,Jim Starlin,1949-10-09T00:00:00Z,Detroit,author,Human
Q1382570,Mose Allison,1927-11-11T00:00:00Z,Tippo,singer,Human
Q1381628,Gerardus van der Leeuw,1890-03-18T00:00:00Z,The Hague,politician,Human
Q1381410,Lluís Maria Xirinacs,1932-08-06T00:00:00Z,Barcelona,politician,Human
Q1380594,Nae Ionescu,1890-06-16T00:00:00Z,Brăila,mathematician,Human
Q1381992,Everett Hughes,1897-11-30T00:00:00Z,Ohio,sociologist,Human
Q1380371,Joseph Raz,1939-03-21T00:00:00Z,Palestine,university teacher,Human
Q225531,Olivier Py,1965-07-24T00:00:00Z,Grasse,singer,Human
Q314553,Robert Silverberg,1935-01-15T00:00:00Z,Brooklyn,writer,Human
Q3235751,Huaisu,0725-01-01T00:00:00Z,,monk,Human
Q3235380,Irving Babbitt,1865-08-02T00:00:00Z,Dayton,journalist,Human
Q515387,Lillian Wald,1867-03-10T00:00:00Z,Cincinnati,peace activist,Human
Q516375,Alain de Benoist,1943-12-11T00:00:00Z,Saint-Symphorien,political theorist,Human
Q516121,Hans von Marées,1837-12-24T00:00:00Z,Elberfeld,painter,Human
Q516291,André-Georges Haudricourt,1911-01-17T00:00:00Z,Paris,ethnobotanist,Human
Q515633,Jean Cavaillès,1903-05-15T00:00:00Z,Saint-Maixent-l'École,mathematician,Human
Q515042,Andrzej Jasiński,1936-10-23T00:00:00Z,Częstochowa,pianist,Human
Q513936,Athene Donald,1953-05-15T00:00:00Z,London,scientist,Human
Q516447,Kenneth Rexroth,1905-12-22T00:00:00Z,South Bend,translator,Human
Q515796,Justus van Gent,1430-01-01T00:00:00Z,Ghent,painter,Human
Q513448,Lucien Goldmann,1913-06-20T00:00:00Z,Bucharest,researcher,Human
Q513586,Ruth Patrick,1907-11-26T00:00:00Z,Topeka,botanist,Human
Q516180,Louise Bogan,1897-08-11T00:00:00Z,Livermore Falls,translator,Human
Q515553,Jan van Kessel the Elder,1626-04-05T00:00:00Z,Antwerp,painter,Human
Q516298,Jaime Eyzaguirre,1908-12-21T00:00:00Z,Santiago,lawyer,Human
Q513688,Bernadett Heidum,1988-05-26T00:00:00Z,Budapest,short-track speed skater,Human
Q515315,Alick Isaacs,1921-07-17T00:00:00Z,Glasgow,virologist,Human
Q15492951,Milt Gross,1895-03-04T00:00:00Z,The Bronx,animator,Human
Q15453299,Gerhard Fittkau,1912-05-11T00:00:00Z,Tolniki Wielkie,writer,Human
Q15531308,Roger Angell,1920-09-19T00:00:00Z,New York City,poet,Human
Q15452495,Ta-Nehisi Coates,1975-09-30T00:00:00Z,Baltimore,educator,Human
Q15459090,Merrill Moore,1903-09-11T00:00:00Z,Columbia,poet,Human
Q15491964,Stephen Silver,1972-08-30T00:00:00Z,London,cartoonist,Human
Q15451219,Nimrod Megiddo,2000-01-01T00:00:00Z,,mathematician,Human
Q15454445,Jack K. Hale,1928-10-03T00:00:00Z,Carbon Glow,mathematician,Human
Q15542603,Aissata Tall Sall,1957-12-12T00:00:00Z,Podor,politician,Human
Q15438714,W. D. Davies,1911-12-09T00:00:00Z,Glanamman,theologian,Human
Q15454363,James Monroe Trotter,1842-02-07T00:00:00Z,Grand Gulf,military personnel,Human
Q15500356,Henry Dumas,1934-07-20T00:00:00Z,Sweet Home,writer,Human
Q15525356,Jess Oppenheimer,1913-11-11T00:00:00Z,San Francisco,television director,Human
Q15631950,Piotr Yulievich Schmidt,1872-12-23T00:00:00Z,Saint Petersburg,zoologist,Human
Q15442208,Walter Berns,1919-05-03T00:00:00Z,Chicago,university teacher,Human
Q15637814,Young Thug,1991-08-16T00:00:00Z,Atlanta,singer,Human
Q15556718,Orla Gartland,1995-02-03T00:00:00Z,Dublin,singer-songwriter,Human
Q15505892,James H. Brookes,1830-01-01T00:00:00Z,Pulaski,writer,Human
Q15433003,Malcolm Chisholm,1945-10-15T00:00:00Z,Mumbai,chemist,Human
Q15429553,Jenő Szép,1920-01-13T00:00:00Z,Budapest,mathematician,Human
Q90813,Wolfgang Schivelbusch,1941-11-26T00:00:00Z,Berlin,historian,Human
Q778897,Georges Davy,1883-12-31T00:00:00Z,Bernay,sociologist,Human
Q1384543,Theodore Robinson,1852-07-03T00:00:00Z,Irasburg,painter,Human
Q1384603,Jacques Bouveresse,1940-08-20T00:00:00Z,Épenoy,professor,Human
Q323316,Alan Guth,1947-02-27T00:00:00Z,New Brunswick,astronomer,Human
Q131295817,Keezy Young,,,writer,Human
Q1384461,Gregorio Lazzarini,1657-07-01T00:00:00Z,Venice,painter,Human
Q1384851,Gene H. Golub,1932-02-29T00:00:00Z,Chicago,mathematician,Human
Q516845,Pascal Dusapin,1955-05-29T00:00:00Z,Nancy,composer,Human
Q516941,Alessandro Magnasco,1667-02-04T00:00:00Z,Genoa,painter,Human
Q129113000,Marta Czech,1985-01-01T00:00:00Z,,chemist,Human
Q446567,Diana Baumrind,1927-08-23T00:00:00Z,New York City,psychologist,Human
Q742412,György Márkus,1934-04-13T00:00:00Z,Budapest,cultural studies scholar,Human
Q562139,Valerio Adami,1935-03-17T00:00:00Z,Bologna,visual artist,Human
Q360286,Paul-Émile Borduas,1905-11-01T00:00:00Z,Mont-Saint-Hilaire,essayist,Human
Q235184,John E. Walker,1941-01-07T00:00:00Z,Halifax,molecular biologist,Human
Q722231,H. Bonciu,1893-05-19T00:00:00Z,Iași,writer,Human
Q214316,Rudolf Dreikurs,1897-02-08T00:00:00Z,Vienna,psychiatrist,Human
Q822982,Bernardo Cavallino,1616-01-01T00:00:00Z,Naples,painter,Human
Q1148931,Cyrus Edwin Dallin,1861-11-22T00:00:00Z,Springville,archer,Human
Q1150101,Alfred Kreymborg,1883-12-10T00:00:00Z,New York City,anthologist,Human
Q457092,Colin Dexter,1930-09-29T00:00:00Z,Stamford,writer,Human
Q481384,Ibn Miskawayh,0932-01-01T00:00:00Z,Ray,poet,Human
Q1145771,Antonio Cifrondi,1656-06-11T00:00:00Z,Clusone,painter,Human
Q1151763,Theodore Roethke,1908-05-25T00:00:00Z,Saginaw,writer,Human
Q909726,Brent Dalrymple,1937-05-09T00:00:00Z,California,geologist,Human
Q1140911,Hideko Mizuno,1939-10-29T00:00:00Z,Shimonoseki,mangaka,Human
Q1143678,Airi Suzuki,1994-04-12T00:00:00Z,Gifu,actor,Human
Q1147803,Zisi,-0482-01-01T00:00:00Z,China,philosopher,Human
Q1133986,Cornelius van Til,1895-05-04T00:00:00Z,Grootegast,theologian,Human
Q1148049,Sanai,1080-01-01T00:00:00Z,Ghazni,poet,Human
Q536837,Isaac ben Solomon al-Israeli,0832-01-01T00:00:00Z,Egypt,rabbi,Human
Q1139628,Ryan Cabrera,1982-07-18T00:00:00Z,Dallas,singer,Human
Q1149668,Lee Clayton,1942-10-29T00:00:00Z,Russellville,singer,Human
Q1144846,Curren$y,1981-04-04T00:00:00Z,New Orleans,entrepreneur,Human
Q1149599,Czesław Białobrzeski,1878-08-31T00:00:00Z,Poshekhonye,physicist,Human
Q1700860,John A. List,1968-09-25T00:00:00Z,Madison,university teacher,Human
Q1927910,Michael Huemer,1969-12-27T00:00:00Z,United States,university teacher,Human
Q2499944,Abd al-Rahman al-Kawakibi,1855-07-09T00:00:00Z,Aleppo,writer,Human
