id:ID,name,birth_date,place_of_birth,occupation,:LABEL
Q134189,Plotinus,0205-01-01T00:00:00Z,Lycopolis,philosopher,Human
Q134477,Paula Fox,1923-04-22T00:00:00Z,New York City,writer,Human
Q134661,Q134661,1815-11-02T00:00:00Z,Lincoln,mathematician,Human
Q134741,Camille Pissarro,1830-07-10T00:00:00Z,Charlotte Amalie,painter,Human
Q134720,Martina Hingis,1980-09-30T00:00:00Z,Košice,tennis player,Human
Q4007748,Valentino Gerratana,1916-02-14T00:00:00Z,Scicli,journalist,Human
Q3609297,Aldo Pontremoli,1896-01-19T00:00:00Z,Milan,physicist,Human
Q201538,Edward Said,1935-11-01T00:00:00Z,Jerusalem,writer,Human
Q214660,John Fowles,1926-03-31T00:00:00Z,Leigh-on-Sea,novelist,Human
Q193670,Frantz Fanon,1925-07-20T00:00:00Z,Fort-de-France,writer,Human
Q189172,Andrey Korotayev,1961-02-17T00:00:00Z,Moscow,mathematician,Human
Q153034,Emmanuel Levinas,1906-01-12T00:00:00Z,Kaunas,writer,Human
Q174210,Julio Cortázar,1914-08-26T00:00:00Z,City of Brussels,writer,Human
Q188176,William S. Burroughs,1914-02-05T00:00:00Z,St. Louis,painter,Human
Q50004815,Claudio Perna,1938-12-20T00:00:00Z,Milan,video artist,Human
Q57764471,Samuel Thomas Jnr,,Port of Spain,singer-songwriter,Human
Q59615360,Ezequiel Calderón,1986-06-24T00:00:00Z,Nepeña District,writer,Human
Q16379648,Jemal Kiria,1940-03-01T00:00:00Z,Zugdidi,prose writer,Human
Q56759969,Mado Martinez,1979-03-12T00:00:00Z,Alicante,writer,Human
Q30070220,Don Trip,1985-08-20T00:00:00Z,North Little Rock,songwriter,Human
Q59772088,Ja Bergonzoni,,,painter,Human
Q103868817,CJ,1997-01-04T00:00:00Z,New York City,musician,Human
Q124608071,ZephyrMusic,2003-12-23T00:00:00Z,Maubeuge,singer-songwriter,Human
Q16349310,Pionieris,1986-05-17T00:00:00Z,Riga,rapper,Human
Q64745696,Ligel Lambert,1982-05-20T00:00:00Z,Cap-Haïtien,teacher,Human
Q18518770,Ferenc Csentery,1937-12-29T00:00:00Z,Blaj,sculptor,Human
Q88488278,Hannah Stevenson,1993-08-25T00:00:00Z,Solihull,skeleton racer,Human
Q124081317,Gambino La MG,1999-08-02T00:00:00Z,Juvisy-sur-Orge,rapper,Human
Q116735027,Juan Viale Rigo,1999-08-14T00:00:00Z,Maracay,journalist,Human
Q27954873,Rocky Athas,1954-10-15T00:00:00Z,Texas,singer,Human
Q16677742,Spleen,1982-01-01T00:00:00Z,http://www.wikidata.org/.well-known/genid/6476dc666b64fdfa27770fcc8f50d04b,singer,Human
Q90757946,Sofia Coll,1999-01-01T00:00:00Z,Barcelona,actor,Human
Q124292851,Miguel Ángel González,1940-09-05T00:00:00Z,"San Nicolás, Buenos Aires",painter,Human
Q112057517,Hamed Fard,1989-06-18T00:00:00Z,Shiraz,musician,Human
Q28374835,2Ru3,1901-01-01T00:00:00Z,Columbia,singer,Human
Q120256480,Harry Mack,1990-02-17T00:00:00Z,Portland,singer,Human
Q20731492,Alexandre Gurita,1969-09-27T00:00:00Z,Brașov,contemporary artist,Human
Q20972409,Josias Roulez,1996-12-26T00:00:00Z,,association football player,Human
Q44479972,6ix9ine,1996-05-08T00:00:00Z,Bushwick,singer,Human
Q7027450,Nick Land,1962-03-14T00:00:00Z,United Kingdom,university teacher,Human
Q134867,Danny Boyle,1956-10-20T00:00:00Z,Radcliffe,writer,Human
Q24008013,Dimitri Uchaneishvili,1969-06-04T00:00:00Z,Tbilisi,writer,Human
Q134864,Moondog,1916-05-26T00:00:00Z,Marysville,poet,Human
Q59531281,Karl Roretz,1881-07-24T00:00:00Z,Breiteneich,librarian,Human
Q62269206,Matthew Stuart,1967-01-01T00:00:00Z,,philosopher,Human
Q18386282,Sun Liangang,1969-01-28T00:00:00Z,Beijing,artist,Human
Q105487,Maurice Jarre,1924-09-13T00:00:00Z,5th arrondissement of Lyon,conductor,Human
Q105660,Holly Hunter,1958-03-20T00:00:00Z,Conyers,television producer,Human
Q81071,James M. Cain,1892-07-01T00:00:00Z,Annapolis,writer,Human
Q81218,John Gurdon,1933-10-02T00:00:00Z,Dippenhall,physician,Human
Q80442,Robert Campin,1375-01-01T00:00:00Z,Valenciennes,painter,Human
Q80938,John Travolta,1954-02-18T00:00:00Z,Englewood,actor,Human
Q80956,Svante August Arrhenius,1859-02-19T00:00:00Z,Wik Castle,astronomer,Human
Q81082,Henri Poincaré,1854-04-29T00:00:00Z,Nancy,mathematician,Human
Q80805,DJ Khaled,1975-11-26T00:00:00Z,New Orleans,disc jockey,Human
Q125249,William James,1842-01-11T00:00:00Z,Astor House,writer,Human
Q135171,Elias James Corey,1928-07-12T00:00:00Z,Methuen,chemist,Human
Q134942,William Somerset Maugham,1874-01-25T00:00:00Z,8th arrondissement of Paris,writer,Human
Q135139,Paul Josef Crutzen,1933-12-03T00:00:00Z,Amsterdam,engineer,Human
Q135640,Valery Larbaud,1881-08-29T00:00:00Z,Vichy,writer,Human
Q135180,Thomas Cech,1947-12-08T00:00:00Z,Chicago,chemist,Human
Q134958,Taras Shevchenko,1814-03-09T00:00:00Z,Moryntsi,artist,Human
Q135503,Christian Bohr,1855-02-14T00:00:00Z,Copenhagen,pharmacist,Human
Q136209,Cuba Gooding Jr.,1968-01-02T00:00:00Z,New York City,comedian,Human
Q137042,Nat King Cole,1919-03-17T00:00:00Z,Montgomery,singer-songwriter,Human
Q134929,Pindar,-0516-01-01T00:00:00Z,Cynocephalus,mythographer,Human
Q121636735,Arnée Flores,,,author,Human
Q12867567,Niko Kipiani,1976-06-14T00:00:00Z,Tbilisi,writer,Human
Q596911,Franciscus van den Enden,1602-02-05T00:00:00Z,Antwerp,philosopher,Human
Q294100,Jacques Bénigne Bossuet,1627-09-27T00:00:00Z,Dijon,politician,Human
Q302835,Nasir al-Din al-Tusi,1201-02-25T00:00:00Z,Tus,da'i,Human
Q380553,Ludovico Carracci,1555-04-01T00:00:00Z,Bologna,painter,Human
Q471041,Hossein Nasr,1933-04-07T00:00:00Z,Tehran,university teacher,Human
Q259507,bell hooks,1952-09-25T00:00:00Z,Hopkinsville,writer,Human
Q561596,Johnny Clegg,1953-06-07T00:00:00Z,Bacup,singer-songwriter,Human
Q869844,Denis Goldberg,1933-04-11T00:00:00Z,Cape Town,writer,Human
Q44003,Theodor Herzl,1860-05-02T00:00:00Z,Pest,politician,Human
Q43994,Matt Groening,1954-02-15T00:00:00Z,Portland,actor,Human
Q43969,Muhammad Yunus,1940-06-28T00:00:00Z,Shikarpur Union,economist,Human
Q152505,Leonard Bernstein,1918-08-25T00:00:00Z,Lawrence,composer,Human
Q106514,River Phoenix,1970-08-23T00:00:00Z,Madras,singer-songwriter,Human
Q105994,Patrick Süskind,1949-03-26T00:00:00Z,Ambach,translator,Human
Q106031,Majid Samii,1937-06-19T00:00:00Z,Tehran,writer,Human
Q106221,James Horner,1953-08-14T00:00:00Z,Los Angeles,conductor,Human
Q106255,Jean-Paul Belmondo,1933-04-09T00:00:00Z,Neuilly-sur-Seine,stunt performer,Human
Q106251,Elisabeth Seitz,1993-11-04T00:00:00Z,Heidelberg,gymnast,Human
Q313509,Bernard-Henri Lévy,1948-11-05T00:00:00Z,Beni Saf,journalist,Human
Q580695,Robert C. Solomon,1942-09-14T00:00:00Z,Detroit,philosopher,Human
Q365129,Arthur Coleman Danto,1924-01-01T00:00:00Z,Ann Arbor,writer,Human
Q631466,Benny Lévy,1945-08-28T00:00:00Z,Cairo,philosopher,Human
Q238584,R. D. Laing,1927-10-07T00:00:00Z,Glasgow,existential therapist,Human
Q592555,Chester Irving Barnard,1886-11-16T00:00:00Z,Malden,economist,Human
Q368831,Colin Wilson,1931-06-26T00:00:00Z,Leicester,writer,Human
Q553449,Thomas Sowell,1930-06-30T00:00:00Z,Gastonia,economist,Human
Q247016,André Comte-Sponville,1952-03-12T00:00:00Z,Paris,university teacher,Human
Q620732,Alexander Tarasov,1958-03-08T00:00:00Z,Moscow,politician,Human
Q20200839,Robert Helm,1943-01-01T00:00:00Z,Wallace,painter,Human
Q1318360,Jean-Michel Folon,1934-03-01T00:00:00Z,Uccle,lithographer,Human
Q928775,Mark Strand,1934-04-11T00:00:00Z,Summerside,writer,Human
Q28532904,Timothy C. Armstrong,,New York City,musician,Human
Q1151481,Bahmanyār,0993-01-01T00:00:00Z,,music journalist,Human
Q3347223,Néstor Barron,1969-01-29T00:00:00Z,Buenos Aires,writer,Human
Q16148893,Clive Hicks-Jenkins,1951-06-11T00:00:00Z,Newport,painter,Human
Q16121375,Judith Lowry,1948-01-01T00:00:00Z,"Washington, D.C.",illustrator,Human
Q3806509,James H. Cone,1938-08-05T00:00:00Z,Fordyce,Christian theologian,Human
Q2930744,Gillis Backereel,1610-01-01T00:00:00Z,Antwerp,painter,Human
Q7343289,Robert D. Bullard,1946-12-21T00:00:00Z,Elba,sociologist,Human
Q3491102,Sophía Vári,1940-01-01T00:00:00Z,Vari,painter,Human
Q3757183,Gagan Kumar Thapa,1976-07-16T00:00:00Z,Kathmandu,businessperson,Human
Q925099,Sleepy Floyd,1960-03-06T00:00:00Z,Gastonia,basketball player,Human
Q36859022,Omar Bagasra,1948-10-09T00:00:00Z,,scientist,Human
Q3553518,Yuri da Cunha,1970-09-13T00:00:00Z,Sumbe,singer,Human
Q34425974,Lluís Brunet i Palou,1954-01-01T00:00:00Z,Sabadell,photographer,Human
Q4740163,Carles Puigdemont,1962-12-29T00:00:00Z,Amer,politician,Human
Q15621810,Jean Bapteur,1450-01-01T00:00:00Z,Fribourg,painter,Human
Q979361,Peter White,1954-09-20T00:00:00Z,Luton,songwriter,Human
Q379250,Peter Steele,1962-01-04T00:00:00Z,Brooklyn,composer,Human
Q983825,George John Romanes,1848-05-20T00:00:00Z,Kingston,poet,Human
Q317272,Alan Menken,1949-07-22T00:00:00Z,New Rochelle,composer,Human
Q210428,Elliott Smith,1969-08-06T00:00:00Z,Omaha,writer,Human
Q951066,Léon Brunschvicg,1869-11-10T00:00:00Z,Paris,historian,Human
Q1094656,Clas Alströmer,1736-08-09T00:00:00Z,Alingsås,agronomist,Human
Q314172,Pierre Duhem,1861-06-10T00:00:00Z,2nd arrondissement of Paris,mathematician,Human
Q1333425,Francis Darwin,1848-08-16T00:00:00Z,Down House,botanist,Human
Q76364,Hans Zimmer,1957-09-12T00:00:00Z,Frankfurt,guitarist,Human
Q289377,Latife Tekin,1957-12-31T00:00:00Z,Kayseri,writer,Human
Q117139,Wiz Khalifa,1987-09-08T00:00:00Z,Minot,singer,Human
Q1019186,Txillardegi,1929-09-27T00:00:00Z,San Sebastián,politician,Human
Q4939864,Sissela Bok,1934-12-02T00:00:00Z,Stockholm,writer,Human
Q5290990,Dominik Smole,1929-08-24T00:00:00Z,Ljubljana,playwright,Human
Q3123596,Gérald Bronner,1969-05-22T00:00:00Z,Nancy,social scientist,Human
Q6138416,James M. Edie,1927-11-03T00:00:00Z,Grand Forks,translator,Human
Q1100280,Veno Taufer,1933-02-19T00:00:00Z,Ljubljana,theatrologist,Human
Q7150861,Paul Georgescu,1923-11-07T00:00:00Z,Țăndărei,journalist,Human
Q3850939,Fernando González,1931-01-01T00:00:00Z,Medellín,writer,Human
Q5950521,Juan José Sebreli,1930-11-03T00:00:00Z,Buenos Aires,historian,Human
Q5344053,Edward Laning,1906-04-26T00:00:00Z,Petersburg,painter,Human
Q650151,Jacob Taubes,1923-02-25T00:00:00Z,Vienna,rabbi,Human
Q7547623,Snell Putney,1929-02-27T00:00:00Z,Lincoln,writer,Human
Q2517990,Seyhan Kurt,1971-12-16T00:00:00Z,Bourgoin-Jallieu,sociologist,Human
Q1348334,Pascal Bruckner,1948-12-15T00:00:00Z,15th arrondissement of Paris,philosopher,Human
Q6769300,Mark Poster,1941-07-05T00:00:00Z,New York City,university teacher,Human
Q943311,Randall Collins,1941-07-29T00:00:00Z,Knoxville,sociologist,Human
Q1066551,Charles Koch,1935-11-01T00:00:00Z,Wichita,businessperson,Human
Q929630,Franco Basaglia,1924-03-11T00:00:00Z,Venice,existential therapist,Human
Q6536603,Lewis Gordon,1962-01-01T00:00:00Z,Jamaica,university teacher,Human
Q1050943,Catherine Colliot-Thélène,1950-01-29T00:00:00Z,Quimper,professor,Human
Q6446953,Kurt Oscar Weber,1938-07-26T00:00:00Z,Zurich,artist,Human
Q6097521,Ivan Soll,1938-03-01T00:00:00Z,,philosopher,Human
Q105939,Siegfried Passarge,1866-11-28T00:00:00Z,Königsberg,scientific collector,Human
Q105875,Herbie Hancock,1940-04-12T00:00:00Z,Chicago,conductor,Human
Q105838,Marion Bartoli,1984-10-02T00:00:00Z,Le Puy-en-Velay,tennis player,Human
Q105803,Eduard Wüst,1818-02-23T00:00:00Z,Murrhardt,theologian,Human
Q152513,Henry Wadsworth Longfellow,1807-02-27T00:00:00Z,Portland,translator,Human
Q152788,Emil Nolde,1867-08-07T00:00:00Z,Nolde,painter,Human
Q156272,André Derain,1880-06-10T00:00:00Z,Chatou,engraver,Human
Q137115,Lucy R. Lippard,1937-04-14T00:00:00Z,New York City,writer,Human
Q233584,Jeanette Winterson,1959-08-27T00:00:00Z,Manchester,author,Human
Q170256,Chris Marker,1921-07-29T00:00:00Z,Neuilly-sur-Seine,film director,Human
Q153920,Aristide Maillol,1861-12-08T00:00:00Z,Banyuls-sur-Mer,painter,Human
Q3266712,Gregory Alan Isakov,1979-01-01T00:00:00Z,Johannesburg,singer-songwriter,Human
Q2850468,Anna Blackburne,1726-01-01T00:00:00Z,Orford Hall,sponsor,Human
Q13564789,Matthew Koma,1987-06-02T00:00:00Z,Long Island,recording artist,Human
Q4359466,Olga Pershin,1955-05-02T00:00:00Z,Yagodnoye,writer,Human
Q11938296,Na'im Akbar,1944-04-26T00:00:00Z,Tallahassee,psychologist,Human
Q1732732,Karl Ristikivi,1912-10-16T00:00:00Z,Varbla,geographer,Human
Q6072293,Peregrín Casanova,1849-12-21T00:00:00Z,Valencia,physician,Human
Q3737847,Fabio Testoni,1952-07-02T00:00:00Z,Bologna,guitarist,Human
Q6107182,J. T. Gulick,1832-03-13T00:00:00Z,Kauai,missionary,Human
Q3845172,Mao,1971-04-16T00:00:00Z,Turin,singer,Human
Q5698210,Samuel Chydenius,1727-02-22T00:00:00Z,Eurajoki,chemist,Human
Q2135978,Edward Bagnall Poulton,1856-01-27T00:00:00Z,Reading,scientific collector,Human
Q1851179,Ellen Churchill Semple,1863-01-08T00:00:00Z,Louisville,geographer,Human
Q5301814,Douglas Miles,1963-12-27T00:00:00Z,Phoenix,painter,Human
Q17017189,Beatie Wolfe,,London,singer,Human
Q17305550,James Woodrow,1828-05-30T00:00:00Z,Carlisle,writer,Human
Q3763463,Gianni Canova,1954-02-16T00:00:00Z,Castione della Presolana,journalist,Human
Q5181477,Craig Stanford,1956-01-01T00:00:00Z,New Jersey,anthropologist,Human
Q59532287,Mahfoud Bennoune,1936-04-09T00:00:00Z,Sidi Maarouf District,economist,Human
Q86412932,Ramón Montes Barreto,1954-11-06T00:00:00Z,El Grullo,politician,Human
Q51909953,Sam Fender,1994-04-25T00:00:00Z,North Shields,composer,Human
Q47482420,Oliver Elfman,2005-01-21T00:00:00Z,Los Angeles,singer,Human
Q29652756,Khatuna Tskhadadze,1973-05-03T00:00:00Z,Tbilisi,translator,Human
Q104836748,Terri Lord,,,drummer,Human
Q111597782,Natalia Michailidou,1951-05-20T00:00:00Z,Istanbul,pianist,Human
Q27681105,Simone Serdini,1360-01-01T00:00:00Z,Siena,poet,Human
Q81902195,Viktória Čerňanská,2002-03-29T00:00:00Z,Bratislava,bobsledder,Human
Q54602937,Ksawera Deybel,1818-11-11T00:00:00Z,Vilnius,pianist,Human
Q125658414,Frank Hogan,1916-06-06T00:00:00Z,Somerville,playwright,Human
Q73014,Erhard Weigel,1625-12-26T00:00:00Z,Weiden in der Oberpfalz,philosopher,Human
Q72984,Bing Crosby,1903-05-03T00:00:00Z,Tacoma,singer,Human
Q72998,Paul Lorenzen,1915-03-24T00:00:00Z,Kiel,mathematician,Human
Q72869,Stan Laurel,1890-06-16T00:00:00Z,Ulverston,comedian,Human
Q357108,Jeffrey Eugenides,1960-03-08T00:00:00Z,Detroit,novelist,Human
Q709449,Arthur Ganson,1955-01-01T00:00:00Z,Hartford,sculptor,Human
Q706856,Q706856,1951-05-15T00:00:00Z,Gateshead,children's writer,Human
Q381256,Lucian Blaga,1895-05-09T00:00:00Z,Lancrăm,essayist,Human
Q319569,Sherrie Levine,1947-04-17T00:00:00Z,Hazleton,draftsperson,Human
Q313461,Khachatur Abovian,1809-10-15T00:00:00Z,Kanaker,Seraphic Doctor,Human
Q297525,Jeff Koons,1955-01-21T00:00:00Z,York,photographer,Human
Q442931,Mircea Cărtărescu,1956-06-01T00:00:00Z,Bucharest,writer,Human
Q711926,Steve Erickson,1950-04-20T00:00:00Z,Santa Monica,novelist,Human
Q544902,Oscar Milosz,1877-05-28T00:00:00Z,Čareja,writer,Human
Q61071,Walter Gropius,1883-05-18T00:00:00Z,Berlin,pedagogue,Human
Q184366,Thomas Henry Huxley,1825-05-04T00:00:00Z,Ealing,translator,Human
Q73646,Thorstein Veblen,1857-07-30T00:00:00Z,Cato,social scientist,Human
Q74159,Heinz Gerischer,1919-03-31T00:00:00Z,Lutherstadt Wittenberg,chemist,Human
Q73437,Billy Idol,1955-11-30T00:00:00Z,Stanmore,singer,Human
Q73386,Johanna Budwig,1908-09-30T00:00:00Z,Germany,pharmacist,Human
Q75021,Jackie Mason,1928-06-09T00:00:00Z,Sheboygan,rabbi,Human
Q74053,Hermann Blumenau,1819-12-26T00:00:00Z,Hasselfelde,naturalist,Human
Q73418,Patrick Kavanagh,1904-10-21T00:00:00Z,Inniskeen,novelist,Human
Q74275,Mai Shiraishi,1992-08-20T00:00:00Z,Gunma Prefecture,singer,Human
Q294181,Comte de Lautréamont,1846-04-04T00:00:00Z,Montevideo,writer,Human
Q236613,Martha Wainwright,1976-05-08T00:00:00Z,Montreal,recording artist,Human
Q201347,Torbern Bergman,1735-03-20T00:00:00Z,Katrineberg,chemist,Human
Q185647,Alexander Scriabin,1872-01-06T00:00:00Z,Moscow,composer,Human
Q231259,Billy Ray Cyrus,1961-08-25T00:00:00Z,Flatwoods,singer-songwriter,Human
Q183221,Jean-Antoine Watteau,1684-10-10T00:00:00Z,Valenciennes,artist,Human
Q113007,Hubertus von Hohenlohe,1959-02-02T00:00:00Z,Mexico City,businessperson,Human
Q150679,Anthony van Dyck,1599-03-22T00:00:00Z,Antwerp,translator,Human
Q21027280,Natalia Magnat,1954-11-05T00:00:00Z,Moscow,politician,Human
Q15443196,Tim White-Sobieski,1961-07-01T00:00:00Z,Warsaw,photographer,Human
Q7838483,Trent Zelazny,1976-11-28T00:00:00Z,Santa Fe,writer,Human
Q12730072,Horia Gârbea,1962-08-10T00:00:00Z,Bucharest,engineer,Human
Q16130040,Shalom Rosenberg,1935-01-01T00:00:00Z,Buenos Aires,university teacher,Human
Q7815187,Tom Campbell,1938-01-01T00:00:00Z,,philosopher,Human
Q11362528,Terushirō Sera,1917-08-19T00:00:00Z,Shōbara-shi,historian,Human
Q16106359,Subimal Mishra,1943-06-20T00:00:00Z,,novelist,Human
Q925403,Giovanni Rossi,1856-01-11T00:00:00Z,Pisa,writer,Human
Q2941038,Kazimierz Brodziński,1791-03-08T00:00:00Z,"Królówka, Lesser Poland Voivodeship",writer,Human
Q2628933,Ted Noten,1956-12-18T00:00:00Z,Tegelen,architect,Human
Q713144,Jerzy Prokopiuk,1931-06-05T00:00:00Z,Warsaw,writer,Human
Q967640,Joshua Ferris,1974-11-08T00:00:00Z,Danville,short story writer,Human
Q1928275,Michael Korda,1933-10-08T00:00:00Z,London,publisher,Human
Q2643165,Arthur Arnould,1833-04-17T00:00:00Z,Dieuze,journalist,Human
Q1724351,Nino Haratischwili,1983-06-08T00:00:00Z,Tbilisi,playwright,Human
Q1083986,Maria Antonietta Macciocchi,1922-07-23T00:00:00Z,Isola del Liri,author,Human
Q2886199,Barun Roy,1977-11-04T00:00:00Z,Darjeeling,writer,Human
Q937610,Edward Abbey,1927-01-29T00:00:00Z,Indiana,environmentalist,Human
Q1351481,Milton Glaser,1929-06-26T00:00:00Z,The Bronx,graphic designer,Human
Q75225,Kurt Wintgens,1894-08-01T00:00:00Z,Prudnik,flying ace,Human
Q75744,Ernst Buschor,1886-06-02T00:00:00Z,Hürben,translator,Human
Q75093,Johann Georg Gichtel,1638-03-24T00:00:00Z,Regensburg,theologian,Human
Q75603,Miguel Ángel Asturias,1899-10-19T00:00:00Z,Guatemala City,politician,Human
Q75852,Hartmann von Aue,1160-01-01T00:00:00Z,Swabia,Minnesänger,Human
Q75849,Alfred Rosenberg,1893-01-12T00:00:00Z,Tallinn,politician,Human
Q75763,Karl Leonhard,1904-03-21T00:00:00Z,Edelsfeld,psychiatrist,Human
Q75854,Georg Philipp Telemann,1681-03-24T00:00:00Z,Magdeburg,composer,Human
Q75655,Pierre de Fermat,1607-01-01T00:00:00Z,Beaumont-de-Lomagne,mathematician,Human
Q75790,Karl Löwith,1897-01-09T00:00:00Z,Munich,university teacher,Human
Q75889,Friedrich Hölderlin,1770-03-20T00:00:00Z,Lauffen am Neckar,translator,Human
Q76325,Philipp Melanchthon,1497-02-25T00:00:00Z,Bretten,astrologer,Human
Q76323,Alfred Wegener,1880-11-01T00:00:00Z,Berlin,geologist,Human
Q75917,Rudolf Heidenhain,1834-01-29T00:00:00Z,Kwidzyn,physician,Human
Q76326,Dietrich Bonhoeffer,1906-02-04T00:00:00Z,Wrocław,poet,Human
Q76111,Paul Günther Lorentz,1835-08-30T00:00:00Z,Kahla,scientific collector,Human
Q76112,René König,1906-07-05T00:00:00Z,Magdeburg,translator,Human
Q545430,Antonio José Cavanilles,1745-01-16T00:00:00Z,Valencia,pteridologist,Human
Q558384,Théophile de Donder,1872-08-19T00:00:00Z,Brussels metropolitan area,mathematician,Human
Q719418,Vasily Rozanov,1856-05-02T00:00:00Z,Vetluga,writer,Human
Q313787,John Gould,1804-09-14T00:00:00Z,Lyme Regis,scientific collector,Human
Q503416,Florentino Ameghino,1853-09-19T00:00:00Z,Moneglia,naturalist,Human
Q433984,Anders Sparrman,1748-02-16T00:00:00Z,Lena Parish,physician,Human
Q334057,Henry Fawcett,1833-08-26T00:00:00Z,Salisbury,writer,Human
Q608325,Robert Kraichnan,1928-01-15T00:00:00Z,Philadelphia,physicist,Human
Q560982,Boris Podolsky,1896-06-29T00:00:00Z,Taganrog,physicist,Human
Q552019,George Christopher Williams,1926-05-12T00:00:00Z,Charlotte,zoologist,Human
Q555545,Michel del Castillo,1933-08-02T00:00:00Z,Madrid,writer,Human
Q355527,Paul Ekman,1934-02-15T00:00:00Z,"Washington, D.C.",psychologist,Human
Q658008,John Theophilus Desaguliers,1683-03-12T00:00:00Z,La Rochelle,engineer,Human
Q538173,Louis Gallait,1810-02-10T00:00:00Z,Tournai,watercolorist,Human
Q254383,Ivana Brlić-Mažuranić,1874-04-18T00:00:00Z,Ogulin,writer,Human
Q325377,Malcolm McLaren,1946-01-22T00:00:00Z,Stoke Newington,screenwriter,Human
Q296265,Filippino Lippi,1457-01-01T00:00:00Z,Prato,painter,Human
Q335022,David Teniers the Younger,1610-12-15T00:00:00Z,Antwerp,painter,Human
Q361870,Kjeld Abell,1901-08-25T00:00:00Z,Ribe,playwright,Human
Q314963,Jules Amédée Barbey d'Aurevilly,1808-11-02T00:00:00Z,Saint-Sauveur-le-Vicomte,historian,Human
Q216999,Antoine-Jean Gros,1771-03-16T00:00:00Z,Paris,painter,Human
Q453440,George Herriman,1880-08-22T00:00:00Z,New Orleans,illustrator,Human
Q82934,"Claude Henri de Rouvroy, comte de Saint-Simon",1760-10-17T00:00:00Z,Paris,writer,Human
Q35717,David Turashvili,1966-05-10T00:00:00Z,Tbilisi,writer,Human
Q105221,Dan Aykroyd,1952-07-01T00:00:00Z,Ottawa,screenwriter,Human
Q76360,August Wilhelm von Hofmann,1818-04-08T00:00:00Z,Giessen,chemist,Human
Q104919,Gabriel Fauré,1845-05-12T00:00:00Z,Pamiers,pianist,Human
Q105180,Sojourner Truth,1797-01-01T00:00:00Z,Hurley,human rights activist,Human
Q76357,Jürgen Habermas,1929-06-18T00:00:00Z,Düsseldorf,sociologist,Human
Q76327,Rudolf Bultmann,1884-08-20T00:00:00Z,Wiefelstede,theologian,Human
Q1557569,Guy Peellaert,1934-04-06T00:00:00Z,City of Brussels,illustrator,Human
Q3530822,Tom Oreb,1913-10-26T00:00:00Z,Los Angeles,animator,Human
Q2085926,Léon Riesener,1808-01-21T00:00:00Z,Paris,painter,Human
Q4132223,Yaroslav Halan,1902-07-27T00:00:00Z,Dynów,writer,Human
Q2858468,Apollonio di Giovanni,1410-01-01T00:00:00Z,Florence,illuminator,Human
Q716099,Hopsin,1985-07-18T00:00:00Z,Los Angeles,singer,Human
Q3750286,Francesco Menzio,1899-04-03T00:00:00Z,Tempio Pausania,painter,Human
Q1188592,MattyBRaps,2003-01-06T00:00:00Z,Duluth,rapper,Human
Q1247148,Lucas Faydherbe,1617-01-19T00:00:00Z,Mechelen,architect,Human
Q3745181,Filippo Dobrilla,1968-01-01T00:00:00Z,Florence,farmer,Human
Q1354843,Machine Gun Kelly,1990-04-22T00:00:00Z,Houston,singer,Human
Q3182241,John P. Miller,1913-08-31T00:00:00Z,New York City,illustrator,Human
Q1021574,Louis-Raymond Fischer,1898-08-29T00:00:00Z,Paris,architect,Human
Q2790645,Jean Donnay,1897-03-31T00:00:00Z,Cheratte,painter,Human
Q2075837,Bernardo Parentino,1437-01-01T00:00:00Z,Poreč,painter,Human
Q3181963,John Goodwin Lyman,1886-09-29T00:00:00Z,York County,painter,Human
Q2784998,Maties Palau Ferré,1921-08-24T00:00:00Z,Montblanc,painter,Human
Q28964087,Sophia Chikirou,1979-06-03T00:00:00Z,Bonneville,politician,Human
Q12727817,Eugen Mihăescu,1952-06-16T00:00:00Z,Șoldănești,journalist,Human
Q12865399,Irakli Samsonadze,1961-05-31T00:00:00Z,Tbilisi,writer,Human
Q43632352,Maurizio Alì,1979-03-09T00:00:00Z,Rome,photojournalist,Human
Q5082576,Charles Soule,1974-07-18T00:00:00Z,Milwaukee,writer,Human
Q5525966,Gary Soto,1952-04-12T00:00:00Z,Fresno,writer,Human
Q5411217,Gelu Vlașin,1966-08-30T00:00:00Z,Telciu,writer,Human
Q55420861,Olivier Dubuquoy,1974-01-01T00:00:00Z,,geographer,Human
Q17504839,Rebekka Haase,1993-01-02T00:00:00Z,Zschopau,athletics competitor,Human
Q4256218,Vadim Levanov,1967-02-13T00:00:00Z,Tolyatti,screenwriter,Human
Q5951840,Juan Pablo Plata Figueroa,1982-01-01T00:00:00Z,Bogotá,journalist,Human
Q4059000,Aisiqi,1910-03-02T00:00:00Z,Tengchong City,politician,Human
Q5181110,Craig Kauffman,1932-03-31T00:00:00Z,Los Angeles,artist,Human
Q6298932,Juan B. Gutiérrez,1973-03-17T00:00:00Z,Bogotá,engineer,Human
Q3166565,Jean-Jules Soucy,1951-06-06T00:00:00Z,La Baie,visual artist,Human
Q6490740,Larry Marder,1951-05-29T00:00:00Z,Chicago,cartoonist,Human
Q720017,Fredrik Hasselquist,1722-01-03T00:00:00Z,Törnevalla,biologist,Human
Q835863,John Craig,1663-01-01T00:00:00Z,Hoddom,mathematician,Human
Q4746475,Aminu Kano,1920-08-09T00:00:00Z,Kano,scholar,Human
Q6237866,John Harnad,1946-01-01T00:00:00Z,Budapest,mathematician,Human
Q2770510,Ramnarayan V. Pathak,1887-04-09T00:00:00Z,Ganol,playwright,Human
